N_ID , 
0 , 0.814264 , 0.564264 , 1.56426 , 2.56426 , 3.56426 , 4.56426 , 5.56426 , 6.56426 , 7.56426 , 8.56426 ,  
1 , 0.26899 , 1.26899 , 2.26899 , 3.26899 , 4.26899 , 5.26899 , 6.26899 , 7.26899 , 8.26899 , 9.26899 ,  
2 , 0.517655 , 0.267655 , 1.26765 , 2.26765 , 3.26765 , 4.26765 , 5.26765 , 6.26765 , 7.26765 , 8.26765 ,  
3 , 0.393567 , 1.39357 , 2.39357 , 3.39357 , 4.39357 , 5.39357 , 6.39357 , 7.39357 , 8.39357 , 9.39357 ,  
4 , 0.0188299 , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 ,  
5 , 0.528092 , 0.278092 , 1.27809 , 2.27809 , 3.27809 , 4.27809 , 5.27809 , 6.27809 , 7.27809 , 8.27809 ,  
6 , 0.912961 , 1.91296 , 2.91296 , 3.91296 , 4.91296 , 5.91296 , 6.91296 , 7.91296 , 8.91296 , 9.91296 ,  
7 , 0.316874 , 1.31687 , 2.31687 , 3.31687 , 4.31687 , 5.31687 , 6.31687 , 7.31687 , 8.31687 , 9.31687 ,  
8 , 0.0403455 , 1.04035 , 2.04035 , 3.04035 , 4.04035 , 5.04035 , 6.04035 , 7.04035 , 8.04035 , 9.04035 ,  
9 , 0.73162 , 1.73162 , 2.73162 , 3.73162 , 4.73162 , 5.73162 , 6.73162 , 7.73162 , 8.73162 , 9.73162 ,  
TIME , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 
