N_ID , 
0 , 0.932096 , 8.51108 , 17.6926 , 18.5548 , 24.1373 , 25.0583 , 26.4126 , 26.2998 , 27.6314 , 28.0979 ,  
1 , 0.284249 , 4.81533 , 17.7905 , 19.1921 , 24.6164 , 25.6233 , 26.7929 , 26.8058 , 28.0491 , 28.2641 ,  
2 , 1.90258 , 6.3796 , 15.6381 , 18.7209 , 22.2375 , 23.6616 , 25.3253 , 26.1438 , 27.7847 , 28.0996 ,  
3 , 1.63561 , 6.54538 , 14.2661 , 16.1182 , 20.0644 , 20.6549 , 22.0515 , 21.4529 , 23.5693 , 23.0198 ,  
4 , 0.835841 , 6.06919 , 18.8654 , 20.6153 , 25.4439 , 27.2835 , 28.5846 , 28.5891 , 30.5999 , 30.7189 ,  
5 , 0.547502 , 6.17728 , 16.45 , 17.8383 , 22.9654 , 25.1945 , 26.5187 , 26.4673 , 28.3996 , 28.5546 ,  
6 , 0.943083 , 6.00383 , 13.4927 , 15.8565 , 21.1089 , 21.9526 , 23.653 , 23.7423 , 25.9185 , 26.0921 ,  
7 , 1.76153 , 5.8695 , 16.215 , 18.0324 , 22.71 , 24.8354 , 27.1906 , 27.1229 , 29.0606 , 29.0579 ,  
8 , 0.500809 , 4.20426 , 16.1976 , 18.1936 , 22.4332 , 23.7049 , 25.2581 , 24.9169 , 26.8042 , 26.8783 ,  
9 , 0.0694601 , 7.42387 , 18.9999 , 21.1049 , 26.1713 , 27.1778 , 28.3992 , 28.6979 , 30.3027 , 30.5858 ,  
TIME , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 
