N_ID , 
0 , 1.71288 , 7.54863 , 16.3331 , 19.5031 , 21.9324 , 22.4341 , 23.4839 , 26.4902 , 26.8783 , 30.0215 ,  
1 , 1.41002 , 11.2914 , 18.7534 , 20.2918 , 22.9909 , 24.0055 , 24.2779 , 27.0229 , 27.5389 , 30.6623 ,  
2 , 1.57616 , 10.3666 , 17.239 , 19.6336 , 22.396 , 22.549 , 22.6848 , 26.4004 , 26.4566 , 28.8554 ,  
3 , 1.09684 , 13.6706 , 14.0832 , 17.6976 , 19.8886 , 20.4818 , 21.1987 , 24.4823 , 24.7205 , 28.3218 ,  
4 , 0.101444 , 12.1796 , 14.8029 , 16.4134 , 18.3508 , 18.9732 , 19.4909 , 22.2117 , 22.1123 , 23.8537 ,  
5 , 0.515519 , 10.8817 , 15.0612 , 17.9006 , 21.0526 , 22.3658 , 22.8152 , 25.7751 , 26.2692 , 29.7163 ,  
6 , 1.60588 , 10.0563 , 11.5043 , 14.8713 , 18.2656 , 18.0272 , 19.3598 , 22.9754 , 23.1261 , 25.865 ,  
7 , 0.488845 , 10.4302 , 15.7503 , 19.9549 , 22.0245 , 22.204 , 23.399 , 27.0146 , 27.2378 , 30.3518 ,  
8 , 0.923673 , 11.7236 , 12.1943 , 15.4105 , 18.1565 , 19.4848 , 20.6919 , 23.5446 , 24.3892 , 27.0602 ,  
9 , 0.730308 , 12.8535 , 20.1467 , 22.077 , 23.7044 , 23.7963 , 23.97 , 26.6262 , 26.9049 , 29.5105 ,  
TIME , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 
