N_ID , 
0 , 0.851466 , 6.8648 , 13.2646 , 15.9778 , 18.9446 , 20.7651 , 22.0428 , 26.9173 , 24.9455 , 25.0838 ,  
1 , 0.713767 , 7.80844 , 14.5354 , 17.4482 , 22.373 , 23.6986 , 24.4582 , 29.9805 , 27.7437 , 28.9178 ,  
2 , 1.27781 , 7.12181 , 12.4771 , 16.2166 , 20.6381 , 22.5895 , 24.0956 , 28.974 , 26.9927 , 28.3636 ,  
3 , 1.83898 , 5.84668 , 12.0142 , 14.8187 , 18.385 , 20.4686 , 21.4527 , 26.4768 , 24.4627 , 24.9615 ,  
4 , 0.277841 , 4.93503 , 16.9606 , 19.2123 , 22.8313 , 25.2111 , 25.0906 , 30.7525 , 28.7315 , 29.2698 ,  
5 , 0.948332 , 6.29273 , 13.3386 , 16.5229 , 19.2547 , 20.8734 , 21.0673 , 26.4347 , 24.6185 , 25.2968 ,  
6 , 0.911832 , 6.46335 , 11.5837 , 15.2967 , 18.3429 , 20.0079 , 21.1113 , 26.4764 , 24.4755 , 24.8242 ,  
7 , 0.286874 , 7.22166 , 16.0783 , 18.6173 , 21.0227 , 24.6533 , 25.274 , 30.3407 , 28.2105 , 28.3887 ,  
8 , 1.79369 , 6.65595 , 14.7806 , 17.7746 , 20.7533 , 23.115 , 23.5731 , 28.7947 , 26.6806 , 27.1843 ,  
9 , 1.09171 , 7.0014 , 15.8063 , 18.3274 , 22.4527 , 23.5142 , 23.8309 , 29.2564 , 27.2683 , 27.9198 ,  
TIME , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 
