N_ID , 
0 , 0.639393 , 0.389393 , 1.38939 , 2.38939 , 3.38939 , 4.38939 , 5.38939 , 6.38939 , 7.38939 , 8.38939 ,  
1 , 0.800867 , 1.80087 , 2.80087 , 3.80087 , 4.80087 , 5.80087 , 6.80087 , 7.80087 , 8.80087 , 9.80087 ,  
2 , 0.929594 , 0.679594 , 1.67959 , 2.67959 , 3.67959 , 4.67959 , 5.67959 , 6.67959 , 7.67959 , 8.67959 ,  
3 , 0.0473037 , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 ,  
4 , 0.652547 , 1.65255 , 2.65255 , 3.65255 , 4.65255 , 5.65255 , 6.65255 , 7.65255 , 8.65255 , 9.65255 ,  
5 , 0.0510269 , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 ,  
6 , 0.444838 , 1.44484 , 2.44484 , 3.44484 , 4.44484 , 5.44484 , 6.44484 , 7.44484 , 8.44484 , 9.44484 ,  
7 , 0.299844 , 0.0498444 , 1.04984 , 2.04984 , 3.04984 , 4.04984 , 5.04984 , 6.04984 , 7.04984 , 8.04984 ,  
8 , 0.713004 , 1.713 , 2.713 , 3.713 , 4.713 , 5.713 , 6.713 , 7.713 , 8.713 , 9.713 ,  
9 , 0.776757 , 0.526757 , 1.52676 , 2.52676 , 3.52676 , 4.52676 , 5.52676 , 6.52676 , 7.52676 , 8.52676 ,  
TIME , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 
