t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.433271 , 0.282113 , 0.23011 , 0.814356 , -0.847468 , 0.64388 , -0.398816 , -0.736961 , 0.63686 , -0.472152
1 , -0.60741 , 0.330729 , 0.621998 , 0.0777306 , 0.452162 , -0.300455 , 0.588122 , 0.806482 , 0.265328 , 0.126469
2 , -0.871273 , 0.847041 , -0.424665 , 0.334605 , 0.195837 , 0.236305 , 0.33665 , 0.572771 , 0.733177 , 0.905728
3 , 0.312449 , -0.587817 , 0.849391 , 0.112003 , 0.0549333 , 0.696707 , 0.511612 , 0.0970794 , 0.976074 , 0.845332
4 , 0.821039 , 0.31959 , 0.0629292 , 0.849208 , -0.641621 , -0.102908 , 0.511521 , -0.909513 , 0.79342 , 0.0426344
5 , 0.846461 , 0.998047 , 0.778954 , -0.0177007 , 0.746361 , 0.20542 , 0.511704 , 0.148839 , -0.292611 , 0.645741
6 , 0.0150456 , 0.547868 , 0.860836 , 0.0113834 , 0.561052 , 0.20191 , 0.37373 , 0.3726 , -0.216926 , -0.836024
7 , -0.133946 , 0.314219 , 0.26899 , 0.0981475 , -0.955779 , 0.00463881 , 0.491897 , 0.910123 , 0.814508 , 0.289865
8 , 0.732627 , 0.328227 , -0.731986 , 0.406659 , 0.777459 , 0.757683 , -0.117283 , -0.408826 , 0.971068 , 0.863918
9 , 0.281411 , 0.899991 , 0.5562 , 0.0251167 , 0.344157 , 0.166631 , 0.202795 , 0.669729 , 0.252663 , 0.305643

t = 1
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.546617 , 0.42569 , 0.23011 , 0.851485 , -0.877975 , 0.715104 , -0.519053 , -0.736961 , 0.63686 , -0.577721
1 , -0.685928 , 0.464583 , 0.621998 , 0.262185 , 0.56173 , -0.440364 , 0.670498 , 0.806482 , 0.265328 , 0.301175
2 , -0.697018 , 0.677633 , -0.424665 , 0.267684 , 0.15667 , 0.189044 , 0.26932 , 0.572771 , 0.733177 , 0.724583
3 , 0.449959 , -0.670254 , 0.849391 , 0.289602 , 0.243947 , 0.757366 , 0.60929 , 0.0970794 , 0.976074 , 0.876266
4 , 0.856832 , 0.455672 , 0.0629292 , 0.879366 , -0.713297 , -0.282327 , 0.609217 , -0.909513 , 0.79342 , 0.234107
5 , 0.877169 , 0.998437 , 0.778954 , -0.214161 , 0.797089 , 0.364336 , 0.609363 , 0.148839 , -0.292611 , 0.716593
6 , 0.212037 , 0.638295 , 0.860836 , 0.209107 , 0.648842 , 0.361528 , 0.498984 , 0.3726 , -0.216926 , -0.868819
7 , -0.107157 , 0.251375 , 0.26899 , 0.078518 , -0.764623 , 0.00371105 , 0.393518 , 0.910123 , 0.814508 , 0.231892
8 , 0.586102 , 0.262581 , -0.731986 , 0.325327 , 0.621967 , 0.606146 , -0.0938261 , -0.408826 , 0.971068 , 0.691134
9 , 0.425129 , 0.919993 , 0.5562 , 0.220093 , 0.475326 , 0.333305 , 0.362236 , 0.669729 , 0.252663 , 0.444514

t = 2
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.546617 , 0.340552 , 0.184088 , 0.681188 , -0.877975 , 0.715104 , -0.415242 , -0.589569 , 0.509488 , -0.462177
1 , -0.685928 , 0.571667 , 0.697598 , 0.409748 , 0.56173 , -0.440364 , 0.736398 , 0.845186 , 0.412262 , 0.44094
2 , -0.697018 , 0.742106 , -0.539732 , 0.414147 , 0.15667 , 0.189044 , 0.415456 , 0.658217 , 0.786541 , 0.779666
3 , 0.449959 , -0.736203 , 0.879513 , 0.431682 , 0.243947 , 0.757366 , 0.687432 , 0.277663 , 0.980859 , 0.901013
4 , 0.856832 , 0.364537 , 0.0503433 , 0.703493 , -0.713297 , -0.282327 , 0.487373 , -0.72761 , 0.634736 , 0.187286
5 , 0.877169 , 0.79875 , 0.623164 , -0.171328 , 0.797089 , 0.364336 , 0.48749 , 0.119071 , -0.234089 , 0.573274
6 , 0.212037 , 0.710636 , 0.888668 , 0.367285 , 0.648842 , 0.361528 , 0.599187 , 0.49808 , -0.37354 , -0.895055
7 , -0.107157 , 0.4011 , 0.415192 , 0.262814 , -0.764623 , 0.00371105 , 0.514814 , 0.928098 , 0.851607 , 0.385513
8 , 0.586102 , 0.410065 , -0.785589 , 0.460262 , 0.621967 , 0.606146 , -0.275061 , -0.527061 , 0.976855 , 0.752907
9 , 0.425129 , 0.935994 , 0.64496 , 0.376075 , 0.475326 , 0.333305 , 0.489789 , 0.735783 , 0.40213 , 0.555611

t = 3
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.546617 , 0.340552 , 0.14727 , 0.54495 , -0.70238 , 0.715104 , -0.332194 , -0.589569 , 0.509488 , -0.369742
1 , -0.685928 , 0.571667 , 0.558079 , 0.327798 , 0.449384 , -0.440364 , 0.589119 , 0.845186 , 0.412262 , 0.352752
2 , -0.697018 , 0.742106 , -0.631786 , 0.531318 , 0.325336 , 0.189044 , 0.532365 , 0.658217 , 0.786541 , 0.823733
3 , 0.449959 , -0.736203 , 0.90361 , 0.545345 , 0.395157 , 0.757366 , 0.749946 , 0.277663 , 0.980859 , 0.92081
4 , 0.856832 , 0.364537 , 0.240275 , 0.762795 , -0.770638 , -0.282327 , 0.589899 , -0.72761 , 0.634736 , 0.349829
5 , 0.877169 , 0.79875 , 0.498531 , -0.137063 , 0.637671 , 0.364336 , 0.389992 , 0.119071 , -0.234089 , 0.458619
6 , 0.212037 , 0.710636 , 0.910935 , 0.493828 , 0.719073 , 0.361528 , 0.67935 , 0.49808 , -0.37354 , -0.916044
7 , -0.107157 , 0.4011 , 0.332154 , 0.210252 , -0.611698 , 0.00371105 , 0.411851 , 0.928098 , 0.851607 , 0.308411
8 , 0.586102 , 0.410065 , -0.628471 , 0.368209 , 0.497574 , 0.606146 , -0.220049 , -0.527061 , 0.976855 , 0.602326
9 , 0.425129 , 0.935994 , 0.715968 , 0.50086 , 0.580261 , 0.333305 , 0.591831 , 0.735783 , 0.40213 , 0.644489

t = 4
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.637294 , 0.340552 , 0.317816 , 0.54495 , -0.761904 , 0.772083 , -0.332194 , -0.671655 , 0.607591 , -0.369742
1 , -0.548742 , 0.571667 , 0.446463 , 0.327798 , 0.359507 , -0.352291 , 0.589119 , 0.676149 , 0.32981 , 0.352752
2 , -0.757615 , 0.742106 , -0.705428 , 0.531318 , 0.460269 , 0.351235 , 0.532365 , 0.726574 , 0.829233 , 0.823733
3 , 0.359967 , -0.736203 , 0.722888 , 0.545345 , 0.316126 , 0.605893 , 0.749946 , 0.222131 , 0.784687 , 0.92081
4 , 0.885465 , 0.364537 , 0.39222 , 0.762795 , -0.81651 , -0.425861 , 0.589899 , -0.782088 , 0.707789 , 0.349829
5 , 0.901735 , 0.79875 , 0.598825 , -0.137063 , 0.710137 , 0.491469 , 0.389992 , 0.295257 , -0.387271 , 0.458619
6 , 0.169629 , 0.710636 , 0.728748 , 0.493828 , 0.575259 , 0.289223 , 0.67935 , 0.398464 , -0.298832 , -0.916044
7 , -0.285725 , 0.4011 , 0.465723 , 0.210252 , -0.689359 , 0.202969 , 0.411851 , 0.942479 , 0.881285 , 0.308411
8 , 0.668882 , 0.410065 , -0.702777 , 0.368209 , 0.598059 , 0.684917 , -0.220049 , -0.621649 , 0.981484 , 0.602326
9 , 0.340103 , 0.935994 , 0.572774 , 0.50086 , 0.464209 , 0.266644 , 0.591831 , 0.588626 , 0.321704 , 0.644489

t = 5
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.637294 , 0.340552 , 0.317816 , 0.43596 , -0.761904 , 0.617666 , -0.332194 , -0.671655 , 0.607591 , -0.295793
1 , -0.548742 , 0.571667 , 0.446463 , 0.262238 , 0.359507 , -0.281833 , 0.589119 , 0.676149 , 0.32981 , 0.282202
2 , -0.757615 , 0.742106 , -0.705428 , 0.425054 , 0.460269 , 0.280988 , 0.532365 , 0.726574 , 0.829233 , 0.658986
3 , 0.359967 , -0.736203 , 0.722888 , 0.636276 , 0.316126 , 0.684714 , 0.749946 , 0.222131 , 0.784687 , 0.936648
4 , 0.885465 , 0.364537 , 0.39222 , 0.610236 , -0.81651 , -0.340689 , 0.589899 , -0.782088 , 0.707789 , 0.279863
5 , 0.901735 , 0.79875 , 0.598825 , -0.30965 , 0.710137 , 0.593175 , 0.389992 , 0.295257 , -0.387271 , 0.566896
6 , 0.169629 , 0.710636 , 0.728748 , 0.395063 , 0.575259 , 0.231378 , 0.67935 , 0.398464 , -0.298832 , -0.732835
7 , -0.285725 , 0.4011 , 0.465723 , 0.168201 , -0.689359 , 0.162375 , 0.411851 , 0.942479 , 0.881285 , 0.246729
8 , 0.668882 , 0.410065 , -0.702777 , 0.294568 , 0.598059 , 0.547934 , -0.220049 , -0.621649 , 0.981484 , 0.481861
9 , 0.340103 , 0.935994 , 0.572774 , 0.600688 , 0.464209 , 0.413315 , 0.591831 , 0.588626 , 0.321704 , 0.715591

t = 6
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.637294 , 0.340552 , 0.254253 , 0.348768 , -0.761904 , 0.617666 , -0.332194 , -0.537324 , 0.486072 , -0.295793
1 , -0.548742 , 0.571667 , 0.35717 , 0.209791 , 0.359507 , -0.281833 , 0.589119 , 0.540919 , 0.263848 , 0.282202
2 , -0.757615 , 0.742106 , -0.764343 , 0.540043 , 0.460269 , 0.280988 , 0.532365 , 0.781259 , 0.863386 , 0.658986
3 , 0.359967 , -0.736203 , 0.778311 , 0.709021 , 0.316126 , 0.684714 , 0.749946 , 0.377705 , 0.82775 , 0.936648
4 , 0.885465 , 0.364537 , 0.313776 , 0.488189 , -0.81651 , -0.340689 , 0.589899 , -0.62567 , 0.566231 , 0.279863
5 , 0.901735 , 0.79875 , 0.47906 , -0.24772 , 0.710137 , 0.593175 , 0.389992 , 0.236205 , -0.309817 , 0.566896
6 , 0.169629 , 0.710636 , 0.582998 , 0.31605 , 0.575259 , 0.231378 , 0.67935 , 0.318771 , -0.239066 , -0.732835
7 , -0.285725 , 0.4011 , 0.572578 , 0.334561 , -0.689359 , 0.162375 , 0.411851 , 0.953983 , 0.905028 , 0.246729
8 , 0.668882 , 0.410065 , -0.762222 , 0.435654 , 0.598059 , 0.547934 , -0.220049 , -0.697319 , 0.985187 , 0.481861
