t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
5 , 0.568549 , 0.605504 , -0.99225 , -0.518673 , 0.81051 , 0.594363 , -0.616832 , 0.670693 , -0.895872 , 0.818385
6 , 0.571354 , 0.463734 , 0.581374 , 0.975488 , -0.416896 , 0.796576 , 0.825522 , 0.966229 , 0.803217 , 0.967421
7 , -0.973312 , 0.972734 , 0.962515 , -0.966155 , 0.965452 , 0.910325 , 0.672662 , 0.97114 , 0.678506 , 0.844995
8 , 0.889434 , 0.950545 , 0.603379 , 0.576721 , 0.699788 , 0.750852 , 0.945608 , -0.5793 , 0.558393 , 0.785712
9 , 0.638973 , 0.412267 , 0.485863 , -0.625242 , 0.429201 , -0.928963 , 0.891442 , -0.366719 , 0.470707 , 0.515102

t = 5
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.721359 , 0.819819 , 0.805326 , 0.915349 , 0.389825 , -0.660497 , 0.667646 , 0.502504 , 0.719445 , 0.958397
1 , 0.944676 , 0.24402 , -0.55067 , 0.316849 , 0.887692 , 0.767864 , 0.956883 , 0.471639 , 0.58861 , 0.73986
2 , 0.604832 , 0.904388 , -0.767665 , 0.542783 , 0.798806 , -0.926326 , 0.825135 , 0.558158 , 0.928045 , 0.993859
3 , -0.819034 , 0.740942 , 0.751972 , 0.876686 , 0.852035 , 0.788144 , 0.905197 , 0.766593 , 0.744012 , 0.887627
4 , 0.739383 , 0.814229 , 0.831182 , 0.530579 , 0.846277 , -0.596956 , 0.846277 , 0.860183 , 0.95478 , 0.933185
5 , 0.654839 , 0.684403 , -0.9938 , -0.614938 , 0.848408 , 0.67549 , -0.693466 , 0.736554 , -0.916697 , 0.854708
6 , 0.657083 , 0.570987 , 0.665099 , 0.98039 , -0.533517 , 0.837261 , 0.860418 , 0.972984 , 0.842573 , 0.973937
7 , -0.978649 , 0.978187 , 0.970012 , -0.972924 , 0.972362 , 0.92826 , 0.738129 , 0.976912 , 0.742805 , 0.875996
8 , 0.911547 , 0.960436 , 0.682703 , 0.661377 , 0.75983 , 0.800681 , 0.956486 , -0.66344 , 0.646714 , 0.82857
9 , 0.711179 , 0.529814 , 0.588691 , -0.700194 , 0.543361 , -0.94317 , 0.913154 , -0.493375 , 0.576565 , 0.612082

t = 6
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.777087 , 0.855855 , 0.844261 , 0.932279 , 0.51186 , -0.728398 , 0.734117 , 0.602003 , 0.775556 , 0.966718
1 , 0.944676 , 0.24402 , -0.55067 , 0.316849 , 0.887692 , 0.767864 , 0.956883 , 0.471639 , 0.58861 , 0.73986
2 , 0.604832 , 0.904388 , -0.767665 , 0.542783 , 0.798806 , -0.926326 , 0.825135 , 0.558158 , 0.928045 , 0.993859
3 , -0.819034 , 0.740942 , 0.751972 , 0.876686 , 0.852035 , 0.788144 , 0.905197 , 0.766593 , 0.744012 , 0.887627
4 , 0.791506 , 0.851383 , 0.864946 , 0.624464 , 0.877021 , -0.677565 , 0.877021 , 0.888147 , 0.963824 , 0.946548
5 , 0.723872 , 0.747522 , -0.99504 , -0.691951 , 0.878726 , 0.740392 , -0.754773 , 0.789244 , -0.933358 , 0.883766
6 , 0.725667 , 0.656789 , 0.732079 , 0.984312 , -0.626814 , 0.869809 , 0.888334 , 0.978387 , 0.874059 , 0.979149
7 , -0.98292 , 0.982549 , 0.976009 , -0.978339 , 0.977889 , 0.942608 , 0.790504 , 0.981529 , 0.794244 , 0.900797
8 , 0.911547 , 0.960436 , 0.682703 , 0.661377 , 0.75983 , 0.800681 , 0.956486 , -0.66344 , 0.646714 , 0.82857
9 , 0.711179 , 0.529814 , 0.588691 , -0.700194 , 0.543361 , -0.94317 , 0.913154 , -0.493375 , 0.576565 , 0.612082

t = 7
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.777087 , 0.855855 , 0.844261 , 0.932279 , 0.51186 , -0.728398 , 0.734117 , 0.602003 , 0.775556 , 0.966718
1 , 0.944676 , 0.24402 , -0.55067 , 0.316849 , 0.887692 , 0.767864 , 0.956883 , 0.471639 , 0.58861 , 0.73986
2 , 0.604832 , 0.904388 , -0.767665 , 0.542783 , 0.798806 , -0.926326 , 0.825135 , 0.558158 , 0.928045 , 0.993859
3 , -0.819034 , 0.740942 , 0.751972 , 0.876686 , 0.852035 , 0.788144 , 0.905197 , 0.766593 , 0.744012 , 0.887627
4 , 0.791506 , 0.851383 , 0.864946 , 0.624464 , 0.877021 , -0.677565 , 0.877021 , 0.888147 , 0.963824 , 0.946548
5 , 0.723872 , 0.747522 , -0.99504 , -0.691951 , 0.878726 , 0.740392 , -0.754773 , 0.789244 , -0.933358 , 0.883766
6 , 0.725667 , 0.656789 , 0.732079 , 0.984312 , -0.626814 , 0.869809 , 0.888334 , 0.978387 , 0.874059 , 0.979149
7 , -0.98292 , 0.982549 , 0.976009 , -0.978339 , 0.977889 , 0.942608 , 0.790504 , 0.981529 , 0.794244 , 0.900797
8 , 0.911547 , 0.960436 , 0.682703 , 0.661377 , 0.75983 , 0.800681 , 0.956486 , -0.66344 , 0.646714 , 0.82857
9 , 0.768943 , 0.623851 , 0.670952 , -0.760155 , 0.634689 , -0.954536 , 0.930523 , -0.5947 , 0.661252 , 0.689665

t = 8
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.82167 , 0.884684 , 0.875409 , 0.945823 , 0.609488 , -0.782718 , 0.787294 , 0.681603 , 0.820445 , 0.973374
1 , 0.955741 , 0.395216 , -0.640536 , 0.453479 , 0.910154 , 0.814291 , 0.965507 , 0.577311 , 0.670888 , 0.791888
2 , 0.683865 , 0.92351 , -0.814132 , 0.634226 , 0.839045 , -0.941061 , 0.860108 , 0.646527 , 0.942436 , 0.995087
3 , -0.819034 , 0.740942 , 0.751972 , 0.876686 , 0.852035 , 0.788144 , 0.905197 , 0.766593 , 0.744012 , 0.887627
4 , 0.833205 , 0.881106 , 0.891957 , 0.699571 , 0.901617 , -0.742052 , 0.901617 , 0.910517 , 0.971059 , 0.957239
5 , 0.723872 , 0.747522 , -0.99504 , -0.691951 , 0.878726 , 0.740392 , -0.754773 , 0.789244 , -0.933358 , 0.883766
6 , 0.725667 , 0.656789 , 0.732079 , 0.984312 , -0.626814 , 0.869809 , 0.888334 , 0.978387 , 0.874059 , 0.979149
7 , -0.986336 , 0.98604 , 0.980807 , -0.982671 , 0.982311 , 0.954087 , 0.832403 , 0.985224 , 0.835395 , 0.920638
8 , 0.929238 , 0.968349 , 0.746162 , 0.729102 , 0.807864 , 0.840545 , 0.965189 , -0.730752 , 0.717371 , 0.862856
9 , 0.768943 , 0.623851 , 0.670952 , -0.760155 , 0.634689 , -0.954536 , 0.930523 , -0.5947 , 0.661252 , 0.689665

t = 9
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.857336 , 0.907747 , 0.900327 , 0.956659 , 0.68759 , -0.826175 , 0.829835 , 0.745282 , 0.856356 , 0.978699
1 , 0.955741 , 0.395216 , -0.640536 , 0.453479 , 0.910154 , 0.814291 , 0.965507 , 0.577311 , 0.670888 , 0.791888
2 , 0.747092 , 0.938808 , -0.851305 , 0.707381 , 0.871236 , -0.952849 , 0.888087 , 0.717221 , 0.953949 , 0.99607
3 , -0.819034 , 0.740942 , 0.751972 , 0.876686 , 0.852035 , 0.788144 , 0.905197 , 0.766593 , 0.744012 , 0.887627
4 , 0.866564 , 0.904885 , 0.913565 , 0.759657 , 0.921294 , -0.793642 , 0.921294 , 0.928414 , 0.976847 , 0.965791
5 , 0.723872 , 0.747522 , -0.99504 , -0.691951 , 0.878726 , 0.740392 , -0.754773 , 0.789244 , -0.933358 , 0.883766
6 , 0.725667 , 0.656789 , 0.732079 , 0.984312 , -0.626814 , 0.869809 , 0.888334 , 0.978387 , 0.874059 , 0.979149
7 , -0.986336 , 0.98604 , 0.980807 , -0.982671 , 0.982311 , 0.954087 , 0.832403 , 0.985224 , 0.835395 , 0.920638
8 , 0.929238 , 0.968349 , 0.746162 , 0.729102 , 0.807864 , 0.840545 , 0.965189 , -0.730752 , 0.717371 , 0.862856
9 , 0.815154 , 0.699081 , 0.736762 , -0.808124 , 0.707751 , -0.963629 , 0.944418 , -0.67576 , 0.729002 , 0.751732

