t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.71392 , 0.942595 , 0.742729 , 0.569292 , 0.0322886 , 0.307352 , 0.884884 , 0.503616 , -0.655782 , 0.358409
1 , 0.46791 , 0.867367 , 0.351848 , 0.751427 , 0.0449538 , 0.303659 , 0.631336 , -0.505264 , 0.760521 , -0.733268
2 , 0.97412 , 0.0263375 , 0.319407 , 0.31312 , -0.564898 , -0.369304 , 0.575152 , 0.678732 , 0.382641 , 0.952513
3 , 0.83105 , 0.937925 , 0.986816 , 0.447676 , 0.448012 , 0.385601 , 0.844997 , 0.0620747 , -0.852748 , 0.408124
4 , -0.545183 , -0.931852 , 0.539994 , 0.545488 , 0.736595 , 0.845546 , 0.162816 , 0.1807 , -0.142674 , -0.0163884
5 , 0.304544 , 0.824854 , 0.490249 , -0.122471 , 0.0256966 , 0.466536 , 0.698233 , 0.332591 , -0.780725 , -0.95465
6 , -0.170141 , 0.537889 , 0.797052 , -0.8829 , 0.533677 , -0.506851 , 0.511093 , 0.94528 , -0.671224 , 0.183111
7 , 0.154546 , 0.23075 , 0.38551 , 0.844478 , 0.0847804 , -0.426405 , 0.54329 , 0.342051 , 0.953276 , 0.397198
8 , -0.0416272 , -0.138188 , 0.305368 , 0.111789 , -0.44026 , 0.362133 , 0.705985 , 0.382641 , 0.603168 , 0.601733
9 , 0.983825 , 0.389203 , 0.194433 , 0.650563 , 0.688894 , 0.453322 , 0.370861 , 0.928495 , 0.356578 , 0.0351268

t = 1
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.71392 , 0.942595 , 0.594183 , 0.455434 , 0.0258309 , 0.307352 , 0.884884 , 0.402893 , -0.524625 , 0.286727
1 , 0.46791 , 0.867367 , 0.281478 , 0.601141 , 0.035963 , 0.303659 , 0.631336 , -0.404212 , 0.608417 , -0.586615
2 , 0.97412 , 0.0263375 , 0.455525 , 0.450496 , -0.651918 , -0.369304 , 0.575152 , 0.742985 , 0.506113 , 0.962011
3 , 0.83105 , 0.937925 , 0.989453 , 0.558141 , 0.558409 , 0.385601 , 0.844997 , 0.24966 , -0.882199 , 0.526499
4 , -0.545183 , -0.931852 , 0.631996 , 0.63639 , 0.789276 , 0.845546 , 0.162816 , 0.34456 , -0.314139 , -0.213111
5 , 0.304544 , 0.824854 , 0.392199 , -0.0979766 , 0.0205573 , 0.466536 , 0.698233 , 0.266073 , -0.62458 , -0.76372
6 , -0.170141 , 0.537889 , 0.637642 , -0.70632 , 0.426942 , -0.506851 , 0.511093 , 0.756224 , -0.536979 , 0.146489
7 , 0.154546 , 0.23075 , 0.508408 , 0.875582 , 0.267824 , -0.426405 , 0.54329 , 0.473641 , 0.962621 , 0.517759
8 , -0.0416272 , -0.138188 , 0.444295 , 0.289431 , -0.552208 , 0.362133 , 0.705985 , 0.506113 , 0.682534 , 0.681387
9 , 0.983825 , 0.389203 , 0.355547 , 0.72045 , 0.751115 , 0.453322 , 0.370861 , 0.942796 , 0.485263 , 0.228101

t = 2
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.71392 , 0.754076 , 0.475347 , 0.364347 , 0.0258309 , 0.307352 , 0.707907 , 0.402893 , -0.4197 , 0.286727
1 , 0.46791 , 0.893893 , 0.425183 , 0.680913 , 0.035963 , 0.303659 , 0.705069 , -0.404212 , 0.686734 , -0.586615
2 , 0.97412 , 0.22107 , 0.56442 , 0.560397 , -0.651918 , -0.369304 , 0.660121 , 0.742985 , 0.60489 , 0.962011
3 , 0.83105 , 0.95034 , 0.991562 , 0.646513 , 0.558409 , 0.385601 , 0.875997 , 0.24966 , -0.905759 , 0.526499
4 , -0.545183 , -0.745482 , 0.505596 , 0.509112 , 0.789276 , 0.845546 , 0.130253 , 0.34456 , -0.251311 , -0.213111
5 , 0.304544 , 0.659883 , 0.31376 , -0.0783813 , 0.0205573 , 0.466536 , 0.558586 , 0.266073 , -0.499664 , -0.76372
6 , -0.170141 , 0.630311 , 0.710113 , -0.765056 , 0.426942 , -0.506851 , 0.608875 , 0.756224 , -0.629583 , 0.146489
7 , 0.154546 , 0.1846 , 0.406726 , 0.700466 , 0.267824 , -0.426405 , 0.434632 , 0.473641 , 0.770097 , 0.517759
8 , -0.0416272 , -0.31055 , 0.555436 , 0.431545 , -0.552208 , 0.362133 , 0.764788 , 0.506113 , 0.746027 , 0.681387
9 , 0.983825 , 0.311362 , 0.284437 , 0.57636 , 0.751115 , 0.453322 , 0.296689 , 0.942796 , 0.38821 , 0.228101

t = 3
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.71392 , 0.754076 , 0.380277 , 0.364347 , 0.0258309 , 0.245882 , 0.566326 , 0.322315 , -0.4197 , 0.229382
1 , 0.46791 , 0.893893 , 0.340146 , 0.680913 , 0.035963 , 0.242927 , 0.564055 , -0.323369 , 0.686734 , -0.469292
2 , 0.97412 , 0.22107 , 0.651536 , 0.560397 , -0.651918 , -0.495444 , 0.728097 , 0.794388 , 0.60489 , 0.969608
3 , 0.83105 , 0.95034 , 0.79325 , 0.646513 , 0.558409 , 0.308481 , 0.700798 , 0.199728 , -0.905759 , 0.421199
4 , -0.545183 , -0.745482 , 0.404477 , 0.509112 , 0.789276 , 0.676437 , 0.104202 , 0.275648 , -0.251311 , -0.170489
5 , 0.304544 , 0.659883 , 0.451008 , -0.0783813 , 0.0205573 , 0.573229 , 0.646869 , 0.412858 , -0.499664 , -0.810976
6 , -0.170141 , 0.630311 , 0.768091 , -0.765056 , 0.426942 , -0.605481 , 0.6871 , 0.804979 , -0.629583 , 0.317191
7 , 0.154546 , 0.1846 , 0.525381 , 0.700466 , 0.267824 , -0.541124 , 0.547706 , 0.578913 , 0.770097 , 0.614207
8 , -0.0416272 , -0.31055 , 0.444349 , 0.431545 , -0.552208 , 0.289706 , 0.61183 , 0.40489 , 0.746027 , 0.545109
9 , 0.983825 , 0.311362 , 0.42755 , 0.57636 , 0.751115 , 0.562658 , 0.437351 , 0.954237 , 0.38821 , 0.382481

t = 4
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.771136 , 0.754076 , 0.380277 , 0.364347 , 0.220665 , 0.245882 , 0.653061 , 0.322315 , -0.4197 , 0.229382
1 , 0.374328 , 0.893893 , 0.340146 , 0.680913 , 0.0287704 , 0.242927 , 0.451244 , -0.323369 , 0.686734 , -0.469292
2 , 0.779296 , 0.22107 , 0.651536 , 0.560397 , -0.521534 , -0.495444 , 0.582478 , 0.794388 , 0.60489 , 0.969608
3 , 0.66484 , 0.95034 , 0.79325 , 0.646513 , 0.446728 , 0.308481 , 0.560638 , 0.199728 , -0.905759 , 0.421199
4 , -0.636146 , -0.745482 , 0.404477 , 0.509112 , 0.831421 , 0.676437 , 0.283362 , 0.275648 , -0.251311 , -0.170489
5 , 0.243635 , 0.659883 , 0.451008 , -0.0783813 , 0.0164458 , 0.573229 , 0.517495 , 0.412858 , -0.499664 , -0.810976
6 , -0.336113 , 0.630311 , 0.768091 , -0.765056 , 0.541553 , -0.605481 , 0.74968 , 0.804979 , -0.629583 , 0.317191
7 , 0.123637 , 0.1846 , 0.525381 , 0.700466 , 0.214259 , -0.541124 , 0.438165 , 0.578913 , 0.770097 , 0.614207
8 , -0.0333018 , -0.31055 , 0.444349 , 0.431545 , -0.441766 , 0.289706 , 0.489464 , 0.40489 , 0.746027 , 0.545109
9 , 0.78706 , 0.311362 , 0.42755 , 0.57636 , 0.600892 , 0.562658 , 0.349881 , 0.954237 , 0.38821 , 0.382481

t = 5
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.771136 , 0.603261 , 0.304222 , 0.291478 , 0.176532 , 0.245882 , 0.522449 , 0.257852 , -0.4197 , 0.183506
1 , 0.374328 , 0.915115 , 0.472117 , 0.74473 , 0.223016 , 0.242927 , 0.560995 , -0.458695 , 0.686734 , -0.575433
2 , 0.779296 , 0.376856 , 0.721229 , 0.648317 , -0.617228 , -0.495444 , 0.665982 , 0.835511 , 0.60489 , 0.975687
3 , 0.66484 , 0.960272 , 0.8346 , 0.71721 , 0.557382 , 0.308481 , 0.648511 , 0.359782 , -0.905759 , 0.53696
4 , -0.636146 , -0.796385 , 0.523582 , 0.60729 , 0.865137 , 0.676437 , 0.42669 , 0.420518 , -0.251311 , -0.336391
5 , 0.243635 , 0.527907 , 0.360806 , -0.062705 , 0.0131567 , 0.573229 , 0.413996 , 0.330286 , -0.499664 , -0.648781
6 , -0.336113 , 0.704249 , 0.814472 , -0.812045 , 0.633243 , -0.605481 , 0.799744 , 0.843984 , -0.629583 , 0.453753
7 , 0.123637 , 0.34768 , 0.620305 , 0.760373 , 0.371408 , -0.541124 , 0.550532 , 0.66313 , 0.770097 , 0.691366
8 , -0.0333018 , -0.24844 , 0.355479 , 0.345236 , -0.353413 , 0.289706 , 0.391571 , 0.323912 , 0.746027 , 0.436088
9 , 0.78706 , 0.44909 , 0.54204 , 0.661088 , 0.680714 , 0.562658 , 0.479905 , 0.96339 , 0.38821 , 0.505985

t = 6
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.771136 , 0.482608 , 0.243377 , 0.233182 , 0.176532 , 0.245882 , 0.522449 , 0.206281 , -0.33576 , 0.146804
1 , 0.374328 , 0.932092 , 0.577694 , 0.795784 , 0.223016 , 0.242927 , 0.560995 , -0.566956 , 0.749387 , -0.660347
2 , 0.779296 , 0.501485 , 0.776983 , 0.718654 , -0.617228 , -0.495444 , 0.665982 , 0.868409 , 0.683912 , 0.980549
3 , 0.66484 , 0.968218 , 0.86768 , 0.773768 , 0.557382 , 0.308481 , 0.648511 , 0.487826 , -0.924607 , 0.629568
4 , -0.636146 , -0.637108 , 0.418865 , 0.485832 , 0.865137 , 0.676437 , 0.42669 , 0.336415 , -0.201049 , -0.269113
5 , 0.243635 , 0.422325 , 0.288645 , -0.050164 , 0.0131567 , 0.573229 , 0.413996 , 0.264229 , -0.399731 , -0.519024
6 , -0.336113 , 0.563399 , 0.651578 , -0.649636 , 0.633243 , -0.605481 , 0.799744 , 0.675187 , -0.503667 , 0.363002
7 , 0.123637 , 0.478144 , 0.696244 , 0.808298 , 0.371408 , -0.541124 , 0.550532 , 0.730504 , 0.816077 , 0.753092
8 , -0.0333018 , -0.398752 , 0.484383 , 0.476189 , -0.353413 , 0.289706 , 0.391571 , 0.45913 , 0.796822 , 0.54887
9 , 0.78706 , 0.559272 , 0.633632 , 0.728871 , 0.680714 , 0.562658 , 0.479905 , 0.970712 , 0.510568 , 0.604788

t = 7
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.771136 , 0.386087 , 0.194702 , 0.233182 , 0.176532 , 0.196705 , 0.417959 , 0.165025 , -0.268608 , 0.146804
1 , 0.374328 , 0.945673 , 0.662155 , 0.795784 , 0.223016 , 0.394342 , 0.648796 , -0.653565 , 0.79951 , -0.660347
2 , 0.779296 , 0.601188 , 0.821586 , 0.718654 , -0.617228 , -0.596355 , 0.732786 , 0.894727 , 0.74713 , 0.980549
3 , 0.66484 , 0.774574 , 0.694144 , 0.773768 , 0.557382 , 0.246785 , 0.518808 , 0.390261 , -0.739686 , 0.629568
4 , -0.636146 , -0.509687 , 0.335092 , 0.485832 , 0.865137 , 0.541149 , 0.341352 , 0.269132 , -0.160839 , -0.269113
5 , 0.243635 , 0.53786 , 0.430916 , -0.050164 , 0.0131567 , 0.658583 , 0.531197 , 0.411383 , -0.519785 , -0.519024
6 , -0.336113 , 0.650719 , 0.721262 , -0.649636 , 0.633243 , -0.684385 , 0.839795 , 0.740149 , -0.602933 , 0.363002
7 , 0.123637 , 0.582515 , 0.756995 , 0.808298 , 0.371408 , -0.632899 , 0.640425 , 0.784403 , 0.852862 , 0.753092
8 , -0.0333018 , -0.519002 , 0.587506 , 0.476189 , -0.353413 , 0.431765 , 0.513257 , 0.567304 , 0.837458 , 0.54887
