t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.116398 , -0.786767 , -0.924192 , 0.222327 , 0.30076 , 0.503189 , 0.739952 , 0.692434 , -0.776269 , 0.636036
1 , 0.481185 , -0.897397 , 0.272011 , 0.968535 , 0.831874 , 0.446974 , -0.808863 , 0.399426 , -0.565355 , -0.838618
2 , 0.211432 , 0.24192 , 0.104465 , 0.464278 , -0.551958 , 0.36784 , 0.247536 , 0.134678 , -0.619251 , 0.666677
3 , 0.403943 , 0.83993 , 0.00698874 , 0.787469 , 0.183355 , -0.965209 , -0.915098 , 0.632954 , -0.682455 , 0.680349
4 , -0.257118 , 0.574358 , 0.312113 , -0.721885 , -0.168737 , 0.855373 , 0.510025 , 0.286447 , 0.510025 , 0.154637
5 , 0.181188 , 0.254433 , -0.455489 , 0.77517 , 0.211219 , 0.462203 , 0.766076 , 0.429121 , -0.89526 , 0.241951
6 , 0.836451 , 0.0875576 , -0.62682 , 0.94818 , -0.111179 , 0.863094 , -0.690298 , 0.688742 , 0.964293 , 0.394299
7 , 0.500504 , 0.980193 , 0.634846 , 0.701346 , -0.133183 , 0.545488 , 0.313547 , 0.980682 , 0.490677 , 0.972961
8 , -0.973022 , -0.307962 , 0.945616 , -0.455489 , -0.0361034 , -0.718131 , 0.807154 , 0.328532 , 0.476058 , -0.631062
9 , 0.453322 , 0.625599 , 0.441694 , 0.0914945 , 0.472823 , 0.370067 , 0.00195318 , 0.792718 , -0.660573 , 0.822321

t = 1
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.116398 , -0.629414 , -0.739354 , 0.177862 , 0.30076 , 0.503189 , 0.591961 , 0.553948 , -0.776269 , 0.508829
1 , 0.481185 , -0.917917 , 0.417609 , 0.974828 , 0.831874 , 0.446974 , -0.84709 , 0.519541 , -0.565355 , -0.870894
2 , 0.211432 , 0.393536 , 0.283572 , 0.571422 , -0.551958 , 0.36784 , 0.398028 , 0.307743 , -0.619251 , 0.733341
3 , 0.403943 , 0.871944 , 0.205591 , 0.829975 , 0.183355 , -0.965209 , -0.932078 , 0.706363 , -0.682455 , 0.744279
4 , -0.257118 , 0.459487 , 0.24969 , -0.577508 , -0.168737 , 0.855373 , 0.40802 , 0.229157 , 0.510025 , 0.12371
5 , 0.181188 , 0.203546 , -0.364391 , 0.620136 , 0.211219 , 0.462203 , 0.612861 , 0.343297 , -0.89526 , 0.193561
6 , 0.836451 , 0.270046 , -0.701456 , 0.958544 , -0.111179 , 0.863094 , -0.752239 , 0.750993 , 0.964293 , 0.515439
7 , 0.500504 , 0.984155 , 0.707877 , 0.761077 , -0.133183 , 0.545488 , 0.450838 , 0.984545 , 0.490677 , 0.978368
8 , -0.973022 , -0.24637 , 0.756493 , -0.364391 , -0.0361034 , -0.718131 , 0.645723 , 0.262825 , 0.476058 , -0.504849
9 , 0.453322 , 0.700479 , 0.553356 , 0.273196 , 0.472823 , 0.370067 , 0.201563 , 0.834175 , -0.660573 , 0.857857

t = 2
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.293118 , -0.703531 , -0.739354 , 0.34229 , 0.440608 , 0.503189 , 0.673569 , 0.553948 , -0.821015 , 0.607063
1 , 0.584948 , -0.934334 , 0.417609 , 0.979863 , 0.865499 , 0.446974 , -0.877672 , 0.519541 , -0.652284 , -0.896716
2 , 0.169146 , 0.314829 , 0.283572 , 0.457138 , -0.441566 , 0.36784 , 0.318423 , 0.307743 , -0.495401 , 0.586673
3 , 0.523154 , 0.897555 , 0.205591 , 0.86398 , 0.346684 , -0.965209 , -0.945662 , 0.706363 , -0.745964 , 0.795423
4 , -0.405695 , 0.567589 , 0.24969 , -0.662006 , -0.334989 , 0.855373 , 0.526416 , 0.229157 , 0.60802 , 0.298968
5 , 0.144951 , 0.162837 , -0.364391 , 0.496109 , 0.168975 , 0.462203 , 0.490288 , 0.343297 , -0.716208 , 0.154848
