t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
6 , 0.646114 , 0.195353 , 0.225764 , 0.176763 , 0.766464 , -0.277708 , 0.943089 , 0.910642 , 0.126395 , 0.113285
7 , 0.586956 , 0.329795 , 0.3905 , 0.25493 , 0.155513 , 0.282352 , 0.688888 , 0.243263 , 0.0417493 , -0.49191
8 , -0.137309 , 0.704488 , 0.529932 , 0.516358 , 0.553611 , 0.423446 , 0.428236 , 0.294412 , 0.256227 , -0.458064
9 , 0.676583 , 0.378834 , -0.644584 , 0.423485 , 0.565877 , -0.207986 , 0.774023 , 0.70864 , -0.87546 , 0.312503

t = 4
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.459188 , 0.486124 , 0.134418 , -0.526905 , -0.630365 , 0.385334 , 0.390466 , 0.421094 , 0.0926395 , 0.147407
1 , 0.600946 , -0.676193 , 0.512251 , 0.470478 , 0.782734 , 0.726779 , -0.392267 , 0.61504 , -0.973359 , 0.808275
2 , 0.14771 , 0.325798 , 0.984746 , 0.187208 , -0.598197 , 0.697075 , 0.509555 , -0.548723 , 0.480947 , 0.198341
3 , 0.486361 , 0.272503 , 0.31598 , 0.587624 , 0.366372 , 0.770372 , 0.487539 , -0.579455 , 0.697419 , 0.326196
4 , -0.859737 , 0.215128 , -0.647066 , 0.383931 , 0.959042 , 0.567992 , 0.687417 , 0.314798 , 0.31206 , -0.638711
5 , -0.961766 , 0.794625 , 0.433186 , 0.926775 , 0.712804 , 0.793275 , 0.865889 , 0.148137 , 0.362936 , 0.406453
6 , 0.646114 , 0.156282 , 0.225764 , 0.176763 , 0.766464 , -0.277708 , 0.943089 , 0.910642 , 0.101116 , 0.0906278
7 , 0.586956 , 0.263836 , 0.3905 , 0.25493 , 0.155513 , 0.282352 , 0.688888 , 0.243263 , 0.0333995 , -0.393528
8 , -0.137309 , 0.76359 , 0.529932 , 0.516358 , 0.553611 , 0.423446 , 0.428236 , 0.294412 , 0.404982 , -0.566452
9 , 0.676583 , 0.503067 , -0.644584 , 0.423485 , 0.565877 , -0.207986 , 0.774023 , 0.70864 , -0.900368 , 0.450003

t = 5
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.56735 , 0.588899 , 0.307535 , -0.526905 , -0.704292 , 0.385334 , 0.512373 , 0.421094 , 0.0926395 , 0.317925
1 , 0.680757 , -0.740955 , 0.609801 , 0.470478 , 0.826187 , 0.726779 , -0.513813 , 0.61504 , -0.973359 , 0.84662
2 , 0.318168 , 0.460638 , 0.987796 , 0.187208 , -0.678558 , 0.697075 , 0.607644 , -0.548723 , 0.480947 , 0.358673
3 , 0.389089 , 0.218003 , 0.252784 , 0.587624 , 0.293098 , 0.770372 , 0.390031 , -0.579455 , 0.697419 , 0.260957
4 , -0.88779 , 0.372102 , -0.717652 , 0.383931 , 0.967233 , 0.567992 , 0.749934 , 0.314798 , 0.31206 , -0.710969
5 , -0.769413 , 0.6357 , 0.346549 , 0.926775 , 0.570243 , 0.793275 , 0.692712 , 0.148137 , 0.362936 , 0.325162
6 , 0.716891 , 0.325026 , 0.380611 , 0.176763 , 0.813171 , -0.277708 , 0.954471 , 0.910642 , 0.101116 , 0.272502
7 , 0.469565 , 0.211069 , 0.3124 , 0.25493 , 0.12441 , 0.282352 , 0.551111 , 0.243263 , 0.0333995 , -0.314822
8 , -0.109847 , 0.610872 , 0.423946 , 0.516358 , 0.442889 , 0.423446 , 0.342589 , 0.294412 , 0.404982 , -0.453161
9 , 0.741267 , 0.602454 , -0.715667 , 0.423485 , 0.652701 , -0.207986 , 0.819218 , 0.70864 , -0.900368 , 0.560002

t = 6
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.65388 , 0.588899 , 0.307535 , -0.621524 , -0.704292 , 0.508267 , 0.609898 , 0.536875 , 0.0926395 , 0.317925
1 , 0.544605 , -0.740955 , 0.609801 , 0.376383 , 0.826187 , 0.581423 , -0.411051 , 0.492032 , -0.973359 , 0.84662
2 , 0.254534 , 0.460638 , 0.987796 , 0.149766 , -0.678558 , 0.55766 , 0.486115 , -0.438978 , 0.480947 , 0.358673
3 , 0.511271 , 0.218003 , 0.252784 , 0.670099 , 0.293098 , 0.816298 , 0.512025 , -0.663564 , 0.697419 , 0.260957
4 , -0.710232 , 0.372102 , -0.717652 , 0.307145 , 0.967233 , 0.454393 , 0.599947 , 0.251839 , 0.31206 , -0.710969
5 , -0.81553 , 0.6357 , 0.346549 , 0.94142 , 0.570243 , 0.83462 , 0.754169 , 0.318509 , 0.362936 , 0.325162
6 , 0.773513 , 0.325026 , 0.380611 , 0.341411 , 0.813171 , -0.422166 , 0.963577 , 0.928513 , 0.101116 , 0.272502
7 , 0.575652 , 0.211069 , 0.3124 , 0.403944 , 0.12441 , 0.425882 , 0.640888 , 0.39461 , 0.0333995 , -0.314822
8 , -0.0878777 , 0.610872 , 0.423946 , 0.413087 , 0.442889 , 0.338756 , 0.274071 , 0.23553 , 0.404982 , -0.453161
9 , 0.593013 , 0.602454 , -0.715667 , 0.338788 , 0.652701 , -0.166389 , 0.655374 , 0.566912 , -0.900368 , 0.560002

t = 7
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.723104 , 0.67112 , 0.446028 , -0.621524 , -0.704292 , 0.508267 , 0.609898 , 0.6295 , 0.274112 , 0.45434
1 , 0.635684 , -0.792764 , 0.68784 , 0.376383 , 0.826187 , 0.581423 , -0.411051 , 0.593625 , -0.978687 , 0.877296
2 , 0.403627 , 0.568511 , 0.990237 , 0.149766 , -0.678558 , 0.55766 , 0.486115 , -0.551183 , 0.584758 , 0.486938
3 , 0.409017 , 0.174402 , 0.202227 , 0.670099 , 0.293098 , 0.816298 , 0.512025 , -0.530851 , 0.557935 , 0.208766
4 , -0.568185 , 0.297682 , -0.574122 , 0.307145 , 0.967233 , 0.454393 , 0.599947 , 0.201471 , 0.249648 , -0.568775
5 , -0.652424 , 0.50856 , 0.277239 , 0.94142 , 0.570243 , 0.83462 , 0.754169 , 0.254808 , 0.290349 , 0.26013
6 , 0.61881 , 0.260021 , 0.304489 , 0.341411 , 0.813171 , -0.422166 , 0.963577 , 0.742811 , 0.0808931 , 0.218002
7 , 0.660522 , 0.368855 , 0.44992 , 0.403944 , 0.12441 , 0.425882 , 0.640888 , 0.515688 , 0.22672 , -0.451858
8 , -0.270302 , 0.688698 , 0.539156 , 0.413087 , 0.442889 , 0.338756 , 0.274071 , 0.388424 , 0.523986 , -0.562529
9 , 0.674411 , 0.681963 , -0.772534 , 0.338788 , 0.652701 , -0.166389 , 0.655374 , 0.653529 , -0.920294 , 0.648002

t = 8
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.723104 , 0.67112 , 0.446028 , -0.497219 , -0.704292 , 0.508267 , 0.487919 , 0.5036 , 0.219289 , 0.45434
1 , 0.635684 , -0.792764 , 0.68784 , 0.301106 , 0.826187 , 0.581423 , -0.328841 , 0.4749 , -0.78295 , 0.877296
2 , 0.403627 , 0.568511 , 0.990237 , 0.119813 , -0.678558 , 0.55766 , 0.388892 , -0.440946 , 0.467806 , 0.486938
3 , 0.409017 , 0.174402 , 0.202227 , 0.736079 , 0.293098 , 0.816298 , 0.60962 , -0.624681 , 0.646348 , 0.208766
4 , -0.568185 , 0.297682 , -0.574122 , 0.245716 , 0.967233 , 0.454393 , 0.479958 , 0.161177 , 0.199719 , -0.568775
5 , -0.652424 , 0.50856 , 0.277239 , 0.753136 , 0.570243 , 0.83462 , 0.603335 , 0.203846 , 0.232279 , 0.26013
6 , 0.61881 , 0.260021 , 0.304489 , 0.473128 , 0.813171 , -0.422166 , 0.970862 , 0.794249 , 0.264714 , 0.218002
7 , 0.660522 , 0.368855 , 0.44992 , 0.523155 , 0.12441 , 0.425882 , 0.712711 , 0.612551 , 0.381376 , -0.451858
8 , -0.270302 , 0.688698 , 0.539156 , 0.530469 , 0.442889 , 0.338756 , 0.419257 , 0.510739 , 0.619188 , -0.562529
9 , 0.674411 , 0.681963 , -0.772534 , 0.27103 , 0.652701 , -0.166389 , 0.5243 , 0.522824 , -0.736235 , 0.648002

t = 9
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.778483 , 0.736896 , 0.446028 , -0.597775 , -0.763433 , 0.606614 , 0.590335 , 0.60288 , 0.375431 , 0.563472
1 , 0.708547 , -0.834211 , 0.68784 , 0.440885 , 0.86095 , 0.665139 , -0.463072 , 0.57992 , -0.82636 , 0.901837
2 , 0.322902 , 0.454809 , 0.990237 , 0.0958504 , -0.542846 , 0.446128 , 0.311114 , -0.352757 , 0.374245 , 0.389551
3 , 0.527214 , 0.339522 , 0.202227 , 0.788864 , 0.434478 , 0.853038 , 0.687696 , -0.699745 , 0.717078 , 0.367013
4 , -0.654548 , 0.438145 , -0.574122 , 0.396573 , 0.973787 , 0.563515 , 0.583966 , 0.328941 , 0.359775 , -0.65502
5 , -0.72194 , 0.606848 , 0.277239 , 0.802509 , 0.656194 , 0.867696 , 0.682668 , 0.363077 , 0.385823 , 0.408104
6 , 0.695048 , 0.408016 , 0.304489 , 0.578503 , 0.850537 , -0.537733 , 0.976689 , 0.835399 , 0.411772 , 0.374401
7 , 0.728417 , 0.495084 , 0.44992 , 0.618524 , 0.299528 , 0.540706 , 0.770169 , 0.690041 , 0.505101 , -0.561486
8 , -0.416242 , 0.750958 , 0.539156 , 0.624376 , 0.554311 , 0.471005 , 0.535405 , 0.608591 , 0.695351 , -0.650023
9 , 0.739528 , 0.74557 , -0.772534 , 0.416824 , 0.722161 , -0.333111 , 0.61944 , 0.618259 , -0.788988 , 0.718401

