N_ID , 
0 , 0.511277 , 1.51128 , 2.51128 , 3.51128 , 4.51128 , 5.51128 , 6.51128 , 7.51128 , 8.51128 , 9.51128 ,  
1 , 0.915922 , 0.665922 , 1.66592 , 2.66592 , 3.66592 , 4.66592 , 5.66592 , 6.66592 , 7.66592 , 8.66592 ,  
2 , 0.0496231 , 1.04962 , 2.04962 , 3.04962 , 4.04962 , 5.04962 , 6.04962 , 7.04962 , 8.04962 , 9.04962 ,  
3 , 0.319865 , 1.31986 , 2.31986 , 3.31986 , 4.31986 , 5.31986 , 6.31986 , 7.31986 , 8.31986 , 9.31986 ,  
4 , 0.851955 , 1.85195 , 2.85195 , 3.85195 , 4.85195 , 5.85195 , 6.85195 , 7.85195 , 8.85195 , 9.85195 ,  
5 , 0.656484 , 1.65648 , 2.65648 , 3.65648 , 4.65648 , 5.65648 , 6.65648 , 7.65648 , 8.65648 , 9.65648 ,  
6 , 0.252937 , 1.25294 , 2.25294 , 3.25294 , 4.25294 , 5.25294 , 6.25294 , 7.25294 , 8.25294 , 9.25294 ,  
7 , 0.296213 , 1.29621 , 2.29621 , 3.29621 , 4.29621 , 5.29621 , 6.29621 , 7.29621 , 8.29621 , 9.29621 ,  
8 , 0.579913 , 1.57991 , 2.57991 , 3.57991 , 4.57991 , 5.57991 , 6.57991 , 7.57991 , 8.57991 , 9.57991 ,  
9 , 0.253304 , 1.2533 , 2.2533 , 3.2533 , 4.2533 , 5.2533 , 6.2533 , 7.2533 , 8.2533 , 9.2533 ,  
TIME , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 
