t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
2 , 0.278664 , 0.413776 , 0.707071 , 0.683267 , -0.853694 , 0.717545 , 0.374004 , 0.178991 , 0.50792 , 0.346416
3 , -0.545762 , 0.44676 , -0.989868 , 0.926633 , -0.0520341 , -0.646767 , -0.331376 , 0.0462355 , 0.727836 , 0.582812
4 , 0.537431 , 0.618842 , 0.626557 , 0.720383 , 0.358806 , -0.48273 , -0.285604 , 0.355235 , 0.355998 , 0.665731
5 , 0.494217 , 0.48016 , -0.615467 , -0.266604 , 0.10947 , 0.56151 , 0.937645 , 0.451735 , -0.156224 , 0.456801
6 , 0.0423597 , -0.813324 , 0.775311 , 0.612 , 0.556505 , 0.71337 , 0.399445 , -0.40376 , 0.0707114 , -0.161565
7 , 0.661122 , -0.436586 , -0.609662 , 0.170586 , 0.50853 , 0.691598 , 0.316587 , 0.639912 , -0.960662 , 0.0722373
8 , -0.688131 , -0.0483902 , 0.635957 , 0.38612 , 0.484634 , -0.559368 , 0.101077 , 0.942747 , 0.720389 , 0.0684835
9 , 0.0919218 , 0.782275 , 0.506363 , 0.67944 , 0.209021 , 0.594549 , 0.156743 , 0.812311 , -0.626148 , 0.87579

t = 2
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.826533 , 0.148696 , 0.027662 , -0.0666036 , 0.200293 , -0.17813 , 0.745238 , 0.440492 , 0.119462 , 0.643513
1 , -0.492477 , -0.832886 , 0.323612 , 0.711295 , 0.880581 , 0.317411 , 0.857442 , 0.548985 , 0.670376 , -0.415387
2 , 0.278664 , 0.331021 , 0.707071 , 0.683267 , -0.853694 , 0.717545 , 0.374004 , 0.143193 , 0.406336 , 0.346416
3 , -0.545762 , 0.357408 , -0.989868 , 0.926633 , -0.0520341 , -0.646767 , -0.331376 , 0.0369884 , 0.582269 , 0.582812
4 , 0.537431 , 0.495074 , 0.626557 , 0.720383 , 0.358806 , -0.48273 , -0.285604 , 0.284188 , 0.284799 , 0.665731
5 , 0.494217 , 0.384128 , -0.615467 , -0.266604 , 0.10947 , 0.56151 , 0.937645 , 0.361388 , -0.124979 , 0.456801
6 , 0.0423597 , -0.65066 , 0.775311 , 0.612 , 0.556505 , 0.71337 , 0.399445 , -0.323008 , 0.0565691 , -0.161565
7 , 0.661122 , -0.549268 , -0.609662 , 0.170586 , 0.50853 , 0.691598 , 0.316587 , 0.71193 , -0.968529 , 0.0722373
8 , -0.688131 , -0.238712 , 0.635957 , 0.38612 , 0.484634 , -0.559368 , 0.101077 , 0.954198 , 0.776312 , 0.0684835
9 , 0.0919218 , 0.62582 , 0.506363 , 0.67944 , 0.209021 , 0.594549 , 0.156743 , 0.649849 , -0.500919 , 0.87579

t = 3
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.826533 , 0.148696 , 0.0221296 , -0.0666036 , 0.200293 , -0.142504 , 0.745238 , 0.440492 , 0.0955693 , 0.643513
1 , -0.492477 , -0.832886 , 0.25889 , 0.711295 , 0.880581 , 0.253929 , 0.857442 , 0.548985 , 0.536301 , -0.415387
2 , 0.278664 , 0.331021 , 0.765657 , 0.683267 , -0.853694 , 0.774036 , 0.374004 , 0.143193 , 0.525069 , 0.346416
3 , -0.545762 , 0.357408 , -0.791894 , 0.926633 , -0.0520341 , -0.517413 , -0.331376 , 0.0369884 , 0.465815 , 0.582812
4 , 0.537431 , 0.495074 , 0.501246 , 0.720383 , 0.358806 , -0.386184 , -0.285604 , 0.284188 , 0.227839 , 0.665731
5 , 0.494217 , 0.384128 , -0.692373 , -0.266604 , 0.10947 , 0.649208 , 0.937645 , 0.361388 , -0.299984 , 0.456801
6 , 0.0423597 , -0.65066 , 0.620248 , 0.612 , 0.556505 , 0.570696 , 0.399445 , -0.323008 , 0.0452553 , -0.161565
7 , 0.661122 , -0.549268 , -0.48773 , 0.170586 , 0.50853 , 0.553279 , 0.316587 , 0.71193 , -0.774823 , 0.0722373
8 , -0.688131 , -0.238712 , 0.708766 , 0.38612 , 0.484634 , -0.647494 , 0.101077 , 0.954198 , 0.821049 , 0.0684835
9 , 0.0919218 , 0.62582 , 0.40509 , 0.67944 , 0.209021 , 0.47564 , 0.156743 , 0.649849 , -0.400735 , 0.87579

t = 4
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.826533 , 0.118957 , 0.0221296 , -0.0666036 , 0.160234 , -0.142504 , 0.59619 , 0.440492 , 0.0955693 , 0.643513
1 , -0.492477 , -0.866308 , 0.25889 , 0.711295 , 0.904465 , 0.253929 , 0.885954 , 0.548985 , 0.536301 , -0.415387
2 , 0.278664 , 0.264817 , 0.765657 , 0.683267 , -0.682955 , 0.774036 , 0.299203 , 0.143193 , 0.525069 , 0.346416
3 , -0.545762 , 0.285927 , -0.791894 , 0.926633 , -0.0416272 , -0.517413 , -0.265101 , 0.0369884 , 0.465815 , 0.582812
4 , 0.537431 , 0.596059 , 0.501246 , 0.720383 , 0.487045 , -0.386184 , -0.428484 , 0.284188 , 0.227839 , 0.665731
5 , 0.494217 , 0.307302 , -0.692373 , -0.266604 , 0.0875759 , 0.649208 , 0.750116 , 0.361388 , -0.299984 , 0.456801
6 , 0.0423597 , -0.720528 , 0.620248 , 0.612 , 0.645204 , 0.570696 , 0.519556 , -0.323008 , 0.0452553 , -0.161565
7 , 0.661122 , -0.439415 , -0.48773 , 0.170586 , 0.406824 , 0.553279 , 0.253269 , 0.71193 , -0.774823 , 0.0722373
8 , -0.688131 , -0.19097 , 0.708766 , 0.38612 , 0.387707 , -0.647494 , 0.0808618 , 0.954198 , 0.821049 , 0.0684835
9 , 0.0919218 , 0.500656 , 0.40509 , 0.67944 , 0.167217 , 0.47564 , 0.125394 , 0.649849 , -0.400735 , 0.87579

t = 5
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.861226 , 0.118957 , 0.0221296 , -0.253283 , 0.160234 , -0.314003 , 0.676952 , 0.440492 , 0.276455 , 0.714811
1 , -0.393982 , -0.866308 , 0.25889 , 0.569036 , 0.904465 , 0.203143 , 0.708763 , 0.548985 , 0.42904 , -0.33231
2 , 0.222932 , 0.264817 , 0.765657 , 0.546613 , -0.682955 , 0.619229 , 0.239363 , 0.143193 , 0.420055 , 0.277132
3 , -0.63661 , 0.285927 , -0.791894 , 0.941307 , -0.0416272 , -0.613931 , -0.412081 , 0.0369884 , 0.572652 , 0.66625
4 , 0.429945 , 0.596059 , 0.501246 , 0.576307 , 0.487045 , -0.308947 , -0.342787 , 0.284188 , 0.182271 , 0.532585
5 , 0.595373 , 0.307302 , -0.692373 , -0.413283 , 0.0875759 , 0.719366 , 0.800093 , 0.361388 , -0.439987 , 0.565441
6 , 0.233888 , -0.720528 , 0.620248 , 0.6896 , 0.645204 , 0.656557 , 0.615645 , -0.323008 , 0.236204 , -0.329252
7 , 0.528898 , -0.439415 , -0.48773 , 0.136469 , 0.406824 , 0.442623 , 0.202616 , 0.71193 , -0.619859 , 0.0577899
8 , -0.750505 , -0.19097 , 0.708766 , 0.508896 , 0.387707 , -0.717995 , 0.264689 , 0.954198 , 0.856839 , 0.254787
9 , 0.273537 , 0.500656 , 0.40509 , 0.743552 , 0.167217 , 0.580512 , 0.300316 , 0.649849 , -0.520588 , 0.900632

t = 6
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.888981 , 0.118957 , 0.217704 , -0.253283 , 0.160234 , -0.451203 , 0.676952 , 0.552394 , 0.421164 , 0.771848
1 , -0.315185 , -0.866308 , 0.207112 , 0.569036 , 0.904465 , 0.162514 , 0.708763 , 0.439188 , 0.343232 , -0.265848
2 , 0.378345 , 0.264817 , 0.812526 , 0.546613 , -0.682955 , 0.695383 , 0.239363 , 0.314554 , 0.536044 , 0.421706
3 , -0.509288 , 0.285927 , -0.633515 , 0.941307 , -0.0416272 , -0.491144 , -0.412081 , 0.0295907 , 0.458122 , 0.533
4 , 0.343956 , 0.596059 , 0.400997 , 0.576307 , 0.487045 , -0.247158 , -0.342787 , 0.227351 , 0.145817 , 0.426068
5 , 0.676299 , 0.307302 , -0.753899 , -0.413283 , 0.0875759 , 0.775493 , 0.800093 , 0.48911 , -0.551989 , 0.652353
6 , 0.18711 , -0.720528 , 0.496199 , 0.6896 , 0.645204 , 0.525246 , 0.615645 , -0.258406 , 0.188963 , -0.263402
7 , 0.623118 , -0.439415 , -0.590184 , 0.136469 , 0.406824 , 0.554098 , 0.202616 , 0.769544 , -0.695887 , 0.246232
8 , -0.800404 , -0.19097 , 0.767012 , 0.508896 , 0.387707 , -0.774396 , 0.264689 , 0.963358 , 0.885471 , 0.403829
9 , 0.41883 , 0.500656 , 0.524072 , 0.743552 , 0.167217 , 0.664409 , 0.300316 , 0.719879 , -0.61647 , 0.920505

t = 7
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.888981 , 0.118957 , 0.174163 , -0.202626 , 0.160234 , -0.360962 , 0.676952 , 0.441915 , 0.421164 , 0.771848
1 , -0.315185 , -0.866308 , 0.165689 , 0.455229 , 0.904465 , 0.130011 , 0.708763 , 0.351351 , 0.343232 , -0.265848
2 , 0.378345 , 0.264817 , 0.85002 , 0.637291 , -0.682955 , 0.756306 , 0.239363 , 0.451643 , 0.536044 , 0.421706
3 , -0.509288 , 0.285927 , -0.706812 , 0.953045 , -0.0416272 , -0.592916 , -0.412081 , 0.223673 , 0.458122 , 0.533
4 , 0.343956 , 0.596059 , 0.320797 , 0.461045 , 0.487045 , -0.197726 , -0.342787 , 0.181881 , 0.145817 , 0.426068
5 , 0.676299 , 0.307302 , -0.803119 , -0.530626 , 0.0875759 , 0.820395 , 0.800093 , 0.591288 , -0.551989 , 0.652353
6 , 0.18711 , -0.720528 , 0.396959 , 0.55168 , 0.645204 , 0.420196 , 0.615645 , -0.206725 , 0.188963 , -0.263402
7 , 0.623118 , -0.439415 , -0.672147 , 0.309175 , 0.406824 , 0.643279 , 0.202616 , 0.815635 , -0.695887 , 0.246232
8 , -0.800404 , -0.19097 , 0.61361 , 0.407117 , 0.387707 , -0.619517 , 0.264689 , 0.770687 , 0.885471 , 0.403829
9 , 0.41883 , 0.500656 , 0.419258 , 0.594841 , 0.167217 , 0.531527 , 0.300316 , 0.575903 , -0.61647 , 0.920505

t = 8
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.911185 , 0.295165 , 0.33933 , -0.362101 , 0.328187 , -0.48877 , 0.741562 , 0.553532 , 0.536932 , 0.817479
1 , -0.452148 , -0.893047 , 0.332552 , 0.564183 , 0.923572 , 0.304009 , 0.76701 , 0.48108 , 0.474586 , -0.412678
2 , 0.502676 , 0.411853 , 0.880016 , 0.709833 , -0.746364 , 0.805045 , 0.39149 , 0.561315 , 0.628835 , 0.537365
3 , -0.60743 , 0.428741 , -0.76545 , 0.962436 , -0.233302 , -0.674332 , -0.529665 , 0.378938 , 0.566497 , 0.6264
4 , 0.475165 , 0.676847 , 0.456638 , 0.568836 , 0.589636 , -0.358181 , -0.474229 , 0.345504 , 0.316654 , 0.540854
5 , 0.741039 , 0.445842 , -0.842495 , -0.624501 , 0.270061 , 0.856316 , 0.840074 , 0.673031 , -0.641592 , 0.721882
6 , 0.349688 , -0.776422 , 0.517567 , 0.641344 , 0.716163 , 0.536157 , 0.692516 , -0.36538 , 0.351171 , -0.410721
7 , 0.698495 , -0.551532 , -0.737718 , 0.44734 , 0.525459 , 0.714623 , 0.362092 , 0.852508 , -0.75671 , 0.396986
8 , -0.840323 , -0.352776 , 0.690888 , 0.525694 , 0.510166 , -0.695614 , 0.411752 , 0.816549 , 0.908377 , 0.523064
9 , 0.535064 , 0.600525 , 0.535406 , 0.675873 , 0.333774 , 0.625222 , 0.440252 , 0.660723 , -0.693176 , 0.936404

t = 9
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.911185 , 0.295165 , 0.271464 , -0.289681 , 0.26255 , -0.48877 , 0.593249 , 0.553532 , 0.429545 , 0.817479
1 , -0.452148 , -0.893047 , 0.266041 , 0.451346 , 0.738858 , 0.304009 , 0.613608 , 0.48108 , 0.379669 , -0.412678
2 , 0.502676 , 0.411853 , 0.904013 , 0.767866 , -0.797091 , 0.805045 , 0.513192 , 0.561315 , 0.703068 , 0.537365
3 , -0.60743 , 0.428741 , -0.81236 , 0.969949 , -0.386641 , -0.674332 , -0.623732 , 0.378938 , 0.653198 , 0.6264
4 , 0.475165 , 0.676847 , 0.56531 , 0.655069 , 0.671709 , -0.358181 , -0.579384 , 0.345504 , 0.453323 , 0.540854
5 , 0.741039 , 0.445842 , -0.673996 , -0.499601 , 0.216049 , 0.856316 , 0.672059 , 0.673031 , -0.513273 , 0.721882
6 , 0.349688 , -0.776422 , 0.614054 , 0.713075 , 0.772931 , 0.536157 , 0.754013 , -0.36538 , 0.480937 , -0.410721
7 , 0.698495 , -0.551532 , -0.590174 , 0.357872 , 0.420367 , 0.714623 , 0.289674 , 0.852508 , -0.605368 , 0.396986
8 , -0.840323 , -0.352776 , 0.75271 , 0.620555 , 0.608133 , -0.695614 , 0.529401 , 0.816549 , 0.926702 , 0.523064
9 , 0.535064 , 0.600525 , 0.428325 , 0.540698 , 0.267019 , 0.625222 , 0.352202 , 0.660723 , -0.554541 , 0.936404

