N_ID , 
0 , 1.10929 , 8.8099 , 10.7558 , 12.9089 , 16.6335 , 17.6753 , 19.3742 , 22.1767 , 20.1015 , 21.9231 ,  
1 , 1.33341 , 10.7461 , 11.4066 , 14.625 , 17.2647 , 17.7224 , 19.1708 , 21.4737 , 19.2353 , 21.3725 ,  
2 , 1.98474 , 9.68114 , 17.6585 , 20.3641 , 22.1793 , 22.744 , 23.4369 , 25.7307 , 23.9192 , 26.0638 ,  
3 , 0.785119 , 8.65963 , 16.6314 , 19.0903 , 22.2306 , 22.1404 , 23.4751 , 25.9867 , 23.2243 , 25.3921 ,  
4 , 0.944487 , 9.59853 , 13.2106 , 17.6274 , 20.3356 , 20.7108 , 21.808 , 24.9706 , 22.7446 , 25.0298 ,  
5 , 1.3151 , 11.8245 , 14.4914 , 17.1279 , 20.6687 , 20.8552 , 22.4854 , 25.2563 , 22.5595 , 24.5826 ,  
6 , 1.06638 , 10.1136 , 12.9024 , 17.6184 , 20.2594 , 20.5157 , 21.961 , 24.9642 , 22.442 , 24.7486 ,  
7 , 1.99554 , 10.2378 , 14.2496 , 19.0773 , 22.8134 , 22.962 , 24.9428 , 28.1737 , 25.521 , 27.8462 ,  
8 , 1.34153 , 9.76487 , 14.6819 , 17.4071 , 21.8999 , 21.505 , 24.0853 , 26.2066 , 24.2747 , 26.1441 ,  
9 , 1.8554 , 8.23258 , 15.6878 , 19.3695 , 21.0496 , 21.1218 , 21.4794 , 24.7949 , 22.2357 , 24.4517 ,  
TIME , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 
