t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
4 , -0.179913 , 0.367331 , 0.492608 , 0.657155 , 0.424885 , 0.616663 , 0.533317 , 0.628071 , 0.291269 , 0.314847
5 , 0.238997 , 0.674 , 0.280961 , 0.222694 , -0.715177 , 0.69628 , 0.182452 , -0.660518 , 0.584735 , 0.972875
6 , 0.382208 , 0.554249 , -0.753865 , -0.915128 , 0.0126469 , 0.569573 , 0.285012 , 0.706876 , 0.912015 , 0.299692
7 , 0.77448 , 0.721344 , 0.581867 , 0.0575274 , 0.248347 , 0.617353 , -0.366363 , 0.379424 , -0.688406 , 0.52758
8 , 0.00871609 , 0.217077 , 0.0195123 , 0.789941 , 0.386389 , 0.551018 , -0.27391 , -0.410511 , 0.15891 , 0.551262
9 , -0.623383 , 0.563997 , 0.210939 , 0.898373 , 0.945091 , 0.851387 , 0.1502 , 0.362731 , 0.666494 , 0.989355

t = 3
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.975956 , 0.611758 , 0.411252 , -0.306619 , 0.775512 , -0.309164 , 0.640223 , 0.922507 , 0.640687 , 0.012183
1 , 0.448323 , 0.854527 , -0.90981 , 0.184362 , 0.618592 , 0.96369 , 0.596081 , 0.471664 , 0.349297 , 0.89194
2 , 0.705948 , 0.710772 , 0.860168 , 0.941221 , 0.314969 , 0.676416 , 0.621741 , 0.95659 , -0.790765 , 0.672915
3 , 0.565916 , 0.307291 , -0.255102 , 0.754631 , 0.155547 , 0.434955 , 0.093704 , 0.0138188 , 0.232063 , 0.0457045
4 , -0.14393 , 0.293864 , 0.394086 , 0.657155 , 0.424885 , 0.49333 , 0.533317 , 0.628071 , 0.233015 , 0.314847
5 , 0.391197 , 0.7392 , 0.424769 , 0.222694 , -0.715177 , 0.757024 , 0.182452 , -0.660518 , 0.667788 , 0.972875
6 , 0.305766 , 0.443399 , -0.603092 , -0.915128 , 0.0126469 , 0.455658 , 0.285012 , 0.706876 , 0.729612 , 0.299692
7 , 0.619584 , 0.577075 , 0.465494 , 0.0575274 , 0.248347 , 0.493882 , -0.366363 , 0.379424 , -0.550725 , 0.52758
8 , 0.206973 , 0.373662 , 0.21561 , 0.789941 , 0.386389 , 0.640814 , -0.27391 , -0.410511 , 0.327128 , 0.551262
9 , -0.498707 , 0.451197 , 0.168751 , 0.898373 , 0.945091 , 0.68111 , 0.1502 , 0.362731 , 0.533195 , 0.989355

t = 4
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.975956 , 0.611758 , 0.411252 , -0.245296 , 0.62041 , -0.309164 , 0.512179 , 0.738006 , 0.51255 , 0.012183
1 , 0.448323 , 0.854527 , -0.90981 , 0.14749 , 0.494874 , 0.96369 , 0.476865 , 0.377331 , 0.279437 , 0.89194
2 , 0.705948 , 0.710772 , 0.860168 , 0.752977 , 0.251975 , 0.676416 , 0.497393 , 0.765272 , -0.632612 , 0.672915
3 , 0.565916 , 0.307291 , -0.255102 , 0.803705 , 0.324437 , 0.434955 , 0.274963 , 0.211055 , 0.38565 , 0.0457045
4 , -0.14393 , 0.293864 , 0.394086 , 0.725724 , 0.539908 , 0.49333 , 0.626654 , 0.702457 , 0.386412 , 0.314847
5 , 0.391197 , 0.7392 , 0.424769 , 0.178155 , -0.572142 , 0.757024 , 0.145961 , -0.528415 , 0.53423 , 0.972875
6 , 0.305766 , 0.443399 , -0.603092 , -0.932102 , 0.210118 , 0.455658 , 0.42801 , 0.765501 , 0.78369 , 0.299692
7 , 0.619584 , 0.577075 , 0.465494 , 0.246022 , 0.398678 , 0.493882 , -0.49309 , 0.50354 , -0.64058 , 0.52758
8 , 0.206973 , 0.373662 , 0.21561 , 0.831953 , 0.509111 , 0.640814 , -0.419128 , -0.528408 , 0.461702 , 0.551262
9 , -0.498707 , 0.451197 , 0.168751 , 0.718699 , 0.756073 , 0.68111 , 0.12016 , 0.290185 , 0.426556 , 0.989355

t = 5
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.980765 , 0.689406 , 0.411252 , -0.396236 , 0.62041 , -0.447331 , 0.512179 , 0.738006 , 0.51255 , 0.012183
1 , 0.558658 , 0.883621 , -0.90981 , 0.317992 , 0.494874 , 0.970952 , 0.476865 , 0.377331 , 0.279437 , 0.89194
2 , 0.564758 , 0.568618 , 0.860168 , 0.602382 , 0.251975 , 0.541133 , 0.497393 , 0.765272 , -0.632612 , 0.672915
3 , 0.652733 , 0.445832 , -0.255102 , 0.842964 , 0.324437 , 0.547964 , 0.274963 , 0.211055 , 0.38565 , 0.0457045
4 , -0.115144 , 0.235092 , 0.394086 , 0.580579 , 0.539908 , 0.394664 , 0.626654 , 0.702457 , 0.386412 , 0.314847
5 , 0.512958 , 0.79136 , 0.424769 , 0.342524 , -0.572142 , 0.805619 , 0.145961 , -0.528415 , 0.53423 , 0.972875
6 , 0.244613 , 0.354719 , -0.603092 , -0.745682 , 0.210118 , 0.364527 , 0.42801 , 0.765501 , 0.78369 , 0.299692
7 , 0.495668 , 0.46166 , 0.465494 , 0.196818 , 0.398678 , 0.395106 , -0.49309 , 0.50354 , -0.64058 , 0.52758
8 , 0.165578 , 0.298929 , 0.21561 , 0.665562 , 0.509111 , 0.512651 , -0.419128 , -0.528408 , 0.461702 , 0.551262
9 , -0.398965 , 0.360958 , 0.168751 , 0.574959 , 0.756073 , 0.544888 , 0.12016 , 0.290185 , 0.426556 , 0.989355

t = 6
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.984612 , 0.751525 , 0.411252 , -0.396236 , 0.696328 , -0.557865 , 0.512179 , 0.790405 , 0.61004 , 0.012183
1 , 0.646927 , 0.906897 , -0.90981 , 0.317992 , 0.595899 , 0.976762 , 0.476865 , 0.501865 , 0.42355 , 0.89194
2 , 0.451807 , 0.454894 , 0.860168 , 0.602382 , 0.20158 , 0.432906 , 0.497393 , 0.612218 , -0.50609 , 0.672915
3 , 0.522186 , 0.356666 , -0.255102 , 0.842964 , 0.25955 , 0.438371 , 0.274963 , 0.168844 , 0.30852 , 0.0457045
4 , -0.292115 , 0.388073 , 0.394086 , 0.580579 , 0.631926 , 0.515732 , 0.626654 , 0.761965 , 0.50913 , 0.314847
5 , 0.610366 , 0.833088 , 0.424769 , 0.342524 , -0.657713 , 0.844495 , 0.145961 , -0.622732 , 0.627384 , 0.972875
6 , 0.19569 , 0.283776 , -0.603092 , -0.745682 , 0.168094 , 0.291621 , 0.42801 , 0.612401 , 0.626952 , 0.299692
7 , 0.596534 , 0.569328 , 0.465494 , 0.196818 , 0.518942 , 0.516085 , -0.49309 , 0.602832 , -0.712464 , 0.52758
8 , 0.332463 , 0.439143 , 0.21561 , 0.665562 , 0.607289 , 0.610121 , -0.419128 , -0.622727 , 0.569362 , 0.551262
9 , -0.319172 , 0.288766 , 0.168751 , 0.574959 , 0.604858 , 0.43591 , 0.12016 , 0.232148 , 0.341245 , 0.989355

t = 7
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.984612 , 0.60122 , 0.411252 , -0.316989 , 0.557062 , -0.557865 , 0.512179 , 0.790405 , 0.61004 , 0.012183
1 , 0.646927 , 0.925518 , -0.90981 , 0.454394 , 0.676719 , 0.976762 , 0.476865 , 0.501865 , 0.42355 , 0.89194
2 , 0.451807 , 0.363916 , 0.860168 , 0.481905 , 0.161264 , 0.432906 , 0.497393 , 0.612218 , -0.50609 , 0.672915
3 , 0.522186 , 0.485333 , -0.255102 , 0.874371 , 0.40764 , 0.438371 , 0.274963 , 0.168844 , 0.30852 , 0.0457045
4 , -0.292115 , 0.510459 , 0.394086 , 0.664463 , 0.705541 , 0.515732 , 0.626654 , 0.761965 , 0.50913 , 0.314847
5 , 0.610366 , 0.66647 , 0.424769 , 0.274019 , -0.526171 , 0.844495 , 0.145961 , -0.622732 , 0.627384 , 0.972875
6 , 0.19569 , 0.22702 , -0.603092 , -0.596546 , 0.134475 , 0.291621 , 0.42801 , 0.612401 , 0.626952 , 0.299692
7 , 0.596534 , 0.455463 , 0.465494 , 0.157454 , 0.415154 , 0.516085 , -0.49309 , 0.602832 , -0.712464 , 0.52758
8 , 0.332463 , 0.351315 , 0.21561 , 0.53245 , 0.485831 , 0.610121 , -0.419128 , -0.622727 , 0.569362 , 0.551262
9 , -0.319172 , 0.231013 , 0.168751 , 0.459967 , 0.483887 , 0.43591 , 0.12016 , 0.232148 , 0.341245 , 0.989355

t = 8
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.98769 , 0.60122 , 0.529001 , -0.316989 , 0.64565 , -0.557865 , 0.609743 , 0.790405 , 0.688032 , 0.209746
1 , 0.517541 , 0.925518 , -0.727848 , 0.454394 , 0.541375 , 0.976762 , 0.381492 , 0.501865 , 0.33884 , 0.713552
2 , 0.561445 , 0.363916 , 0.888134 , 0.481905 , 0.329011 , 0.432906 , 0.597915 , 0.612218 , -0.604872 , 0.738332
3 , 0.417749 , 0.485333 , -0.204081 , 0.874371 , 0.326112 , 0.438371 , 0.219971 , 0.168844 , 0.246816 , 0.0365636
4 , -0.433692 , 0.510459 , 0.515269 , 0.664463 , 0.764433 , 0.515732 , 0.701323 , 0.761965 , 0.607304 , 0.451878
5 , 0.488293 , 0.66647 , 0.339815 , 0.274019 , -0.420936 , 0.844495 , 0.116769 , -0.622732 , 0.501907 , 0.7783
6 , 0.356552 , 0.22702 , -0.682473 , -0.596546 , 0.30758 , 0.291621 , 0.542408 , 0.612401 , 0.701561 , 0.439753
7 , 0.477227 , 0.455463 , 0.372395 , 0.157454 , 0.332123 , 0.516085 , -0.394472 , 0.602832 , -0.569971 , 0.422064
8 , 0.46597 , 0.351315 , 0.372488 , 0.53245 , 0.588665 , 0.610121 , -0.535302 , -0.622727 , 0.65549 , 0.64101
9 , -0.455338 , 0.231013 , 0.335001 , 0.459967 , 0.587109 , 0.43591 , 0.296128 , 0.232148 , 0.472996 , 0.991484

t = 9
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.990152 , 0.680976 , 0.623201 , -0.453591 , 0.64565 , -0.646292 , 0.687794 , 0.832324 , 0.688032 , 0.209746
1 , 0.614033 , 0.940414 , -0.782278 , 0.563515 , 0.541375 , 0.981409 , 0.505194 , 0.601492 , 0.33884 , 0.713552
2 , 0.649156 , 0.491132 , 0.910507 , 0.585524 , 0.329011 , 0.546325 , 0.678332 , 0.689774 , -0.604872 , 0.738332
3 , 0.534199 , 0.588266 , -0.363265 , 0.899497 , 0.326112 , 0.550697 , 0.375976 , 0.335075 , 0.246816 , 0.0365636
4 , -0.346954 , 0.408367 , 0.412215 , 0.531571 , 0.764433 , 0.412585 , 0.561058 , 0.609572 , 0.607304 , 0.451878
5 , 0.590634 , 0.733176 , 0.471852 , 0.419215 , -0.420936 , 0.875596 , 0.293415 , -0.698185 , 0.501907 , 0.7783
6 , 0.485242 , 0.381616 , -0.745979 , -0.677236 , 0.30758 , 0.433297 , 0.633926 , 0.68992 , 0.701561 , 0.439753
7 , 0.581782 , 0.56437 , 0.497916 , 0.325963 , 0.332123 , 0.612868 , -0.515578 , 0.682265 , -0.569971 , 0.422064
8 , 0.372776 , 0.281052 , 0.29799 , 0.42596 , 0.588665 , 0.488097 , -0.428242 , -0.498181 , 0.65549 , 0.64101
9 , -0.36427 , 0.18481 , 0.268001 , 0.367974 , 0.587109 , 0.348728 , 0.236902 , 0.185718 , 0.472996 , 0.991484

