N_ID , 
0 , 0.426588 , 1.42659 , 2.42659 , 3.42659 , 4.42659 , 5.42659 , 6.42659 , 7.42659 , 8.42659 , 9.42659 ,  
1 , 0.300607 , 0.0506073 , 1.05061 , 2.05061 , 3.05061 , 4.05061 , 5.05061 , 6.05061 , 7.05061 , 8.05061 ,  
2 , 0.621693 , 0.371693 , 1.37169 , 2.37169 , 3.37169 , 4.37169 , 5.37169 , 6.37169 , 7.37169 , 8.37169 ,  
3 , 0.0705283 , 1.07053 , 2.07053 , 3.07053 , 4.07053 , 5.07053 , 6.07053 , 7.07053 , 8.07053 , 9.07053 ,  
4 , 0.262673 , 0.0126728 , 1.01267 , 2.01267 , 3.01267 , 4.01267 , 5.01267 , 6.01267 , 7.01267 , 8.01267 ,  
5 , 0.245552 , 1.24555 , 2.24555 , 3.24555 , 4.24555 , 5.24555 , 6.24555 , 7.24555 , 8.24555 , 9.24555 ,  
6 , 0.593158 , 0.343158 , 1.34316 , 2.34316 , 3.34316 , 4.34316 , 5.34316 , 6.34316 , 7.34316 , 8.34316 ,  
7 , 0.239418 , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 ,  
8 , 0.000549333 , 1.00055 , 2.00055 , 3.00055 , 4.00055 , 5.00055 , 6.00055 , 7.00055 , 8.00055 , 9.00055 ,  
9 , 0.816065 , 0.566065 , 1.56606 , 2.56606 , 3.56606 , 4.56606 , 5.56606 , 6.56606 , 7.56606 , 8.56606 ,  
TIME , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 
