t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.57329 , 0.393628 , 0.774377 , 0.191412 , 0.642811 , 0.177068 , 0.590411 , 0.310709 , 0.501419 , 0.624134
1 , 0.477371 , 0.630573 , 0.747459 , 0.479812 , 0.547288 , 0.441481 , 0.481185 , 0.0509964 , 0.580309 , 0.427412
2 , 0.576891 , 0.991394 , 0.453627 , 0.205847 , 0.729972 , 0.150822 , -0.830287 , 0.853877 , 0.873348 , 0.458327
3 , 0.95172 , 0.639485 , 0.0566729 , 0.306436 , -0.877224 , 0.676931 , -0.382488 , 0.40672 , 0.0146184 , 0.724296
4 , 0.0921354 , 0.584521 , 0.285745 , 0.842586 , 0.396558 , -0.481887 , 0.770318 , 0.1348 , -0.144444 , -0.637684
5 , 0.171972 , -0.284127 , 0.922269 , 0.913175 , 0.950804 , 0.109134 , 0.679586 , 0.732047 , 0.46498 , -0.855983
6 , 0.473708 , 0.103885 , 0.966552 , 0.445051 , 0.426862 , 0.899442 , 0.793817 , -0.392071 , 0.490463 , -0.346263
7 , 0.605487 , -0.621143 , 0.109348 , 0.214728 , 0.998932 , -0.889645 , 0.380474 , 0.661061 , 0.357372 , 0.0428175
8 , 0.799371 , 0.198309 , 0.269143 , 0.817621 , 0.188055 , 0.762505 , 0.363018 , 0.413556 , 0.898892 , 0.343303
9 , 0.903287 , 0.550432 , 0.886807 , -0.148167 , -0.988372 , 0.230811 , 0.745109 , 0.767998 , 0.696768 , -0.92645

t = 1
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.57329 , 0.314902 , 0.774377 , 0.15313 , 0.514249 , 0.177068 , 0.472329 , 0.248567 , 0.501419 , 0.499307
1 , 0.477371 , 0.704459 , 0.747459 , 0.58385 , 0.637831 , 0.441481 , 0.584948 , 0.240797 , 0.580309 , 0.541929
2 , 0.576891 , 0.793115 , 0.453627 , 0.164678 , 0.583978 , 0.150822 , -0.664229 , 0.683102 , 0.873348 , 0.366662
3 , 0.95172 , 0.711588 , 0.0566729 , 0.445149 , -0.901779 , 0.676931 , -0.505991 , 0.525376 , 0.0146184 , 0.779437
