t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.176641 , 0.166662 , 0.867153 , 0.746178 , 0.0634175 , -0.673208 , -0.158452 , 0.772546 , -0.488754 , 0.576189
1 , 0.126225 , 0.537217 , 0.781976 , 0.734306 , -0.674276 , 0.54384 , 0.491958 , -0.0720237 , 0.253517 , -0.19306
2 , 0.613453 , 0.176641 , 0.920164 , 0.0665914 , 0.396496 , 0.925504 , 0.863247 , 0.301859 , 0.51384 , 0.592151
3 , -0.402722 , 0.0105289 , 0.339671 , 0.765191 , 0.926756 , 0.72866 , 0.204138 , -0.397992 , -0.767418 , -0.555559
4 , -0.546373 , 0.0845058 , 0.277078 , 0.754814 , 0.658162 , -0.937437 , 0.660634 , 0.42027 , -0.594867 , 0.435347
5 , -0.479904 , 0.931761 , 0.150334 , 0.587237 , -0.778466 , 0.121738 , -0.157628 , -0.158361 , 0.847407 , -0.32255
6 , 0.988342 , 0.857143 , 0.723289 , 0.0812098 , -0.771416 , 0.263375 , 0.932646 , 0.861873 , 0.221564 , 0.482925
7 , 0.187109 , -0.381787 , 0.912015 , 0.319956 , -0.39143 , 0.237129 , 0.504044 , 0.654988 , -0.0705283 , 0.400983
8 , 0.176702 , 0.19071 , 0.453169 , 0.397046 , 0.574633 , -0.941557 , 0.490402 , 0.124943 , 0.676015 , 0.766778
9 , 0.28016 , -0.492904 , 0.493942 , 0.556413 , -0.527879 , 0.971892 , 0.0978423 , 0.662893 , 0.764733 , 0.666616

t = 1
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.341313 , 0.333329 , 0.893722 , 0.796942 , 0.250734 , -0.738566 , -0.326762 , 0.818036 , -0.591003 , 0.660952
1 , 0.30098 , 0.629774 , 0.825581 , 0.787445 , -0.739421 , 0.635072 , 0.593567 , -0.257619 , 0.402814 , -0.354448
2 , 0.690762 , 0.341313 , 0.936131 , 0.253273 , 0.517197 , 0.940403 , 0.890597 , 0.441487 , 0.611072 , 0.67372
3 , -0.402722 , 0.0105289 , 0.339671 , 0.765191 , 0.926756 , 0.72866 , 0.204138 , -0.397992 , -0.767418 , -0.555559
4 , -0.637098 , 0.267605 , 0.421662 , 0.803851 , 0.72653 , -0.94995 , 0.728507 , 0.536216 , -0.675893 , 0.548277
5 , -0.583923 , 0.945408 , 0.320267 , 0.66979 , -0.822773 , 0.297391 , -0.326102 , -0.326688 , 0.877926 , -0.45804
6 , 0.990674 , 0.885714 , 0.778631 , 0.264968 , -0.817133 , 0.4107 , 0.946117 , 0.889499 , 0.377252 , 0.58634
7 , 0.187109 , -0.381787 , 0.912015 , 0.319956 , -0.39143 , 0.237129 , 0.504044 , 0.654988 , -0.0705283 , 0.400983
8 , 0.176702 , 0.19071 , 0.453169 , 0.397046 , 0.574633 , -0.941557 , 0.490402 , 0.124943 , 0.676015 , 0.766778
9 , 0.424128 , -0.594324 , 0.595154 , 0.645131 , -0.622303 , 0.977514 , 0.278274 , 0.730314 , 0.811786 , 0.733293

t = 2
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.47305 , 0.466663 , 0.914978 , 0.837554 , 0.400587 , -0.790853 , -0.461409 , 0.854429 , -0.672803 , 0.728761
1 , 0.30098 , 0.629774 , 0.825581 , 0.787445 , -0.739421 , 0.635072 , 0.593567 , -0.257619 , 0.402814 , -0.354448
2 , 0.690762 , 0.341313 , 0.936131 , 0.253273 , 0.517197 , 0.940403 , 0.890597 , 0.441487 , 0.611072 , 0.67372
3 , -0.522178 , 0.208423 , 0.471737 , 0.812153 , 0.941404 , 0.782928 , 0.363311 , -0.518394 , -0.813935 , -0.644447
4 , -0.637098 , 0.267605 , 0.421662 , 0.803851 , 0.72653 , -0.94995 , 0.728507 , 0.536216 , -0.675893 , 0.548277
5 , -0.667138 , 0.956327 , 0.456214 , 0.735832 , -0.858218 , 0.437913 , -0.460882 , -0.461351 , 0.902341 , -0.566432
6 , 0.990674 , 0.885714 , 0.778631 , 0.264968 , -0.817133 , 0.4107 , 0.946117 , 0.889499 , 0.377252 , 0.58634
7 , 0.187109 , -0.381787 , 0.912015 , 0.319956 , -0.39143 , 0.237129 , 0.504044 , 0.654988 , -0.0705283 , 0.400983
8 , 0.341362 , 0.352568 , 0.562535 , 0.517637 , 0.659706 , -0.953246 , 0.592322 , 0.299954 , 0.740812 , 0.813422
9 , 0.539302 , -0.675459 , 0.676123 , 0.716105 , -0.697842 , 0.982011 , 0.422619 , 0.784251 , 0.849429 , 0.786634

t = 3
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.57844 , 0.573331 , 0.931982 , 0.870043 , 0.52047 , -0.832682 , -0.569127 , 0.883543 , -0.738242 , 0.783009
1 , 0.440784 , 0.703819 , 0.860464 , 0.829956 , -0.791537 , 0.708058 , 0.674853 , -0.406095 , 0.522251 , -0.483558
