t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.833399 , 0.273446 , -0.526292 , 0.0396435 , 0.647786 , 0.59563 , 0.721427 , -0.0954924 , 0.979308 , 0.562578
1 , 0.649037 , -0.208167 , 0.545549 , 0.867306 , -0.239418 , 0.450545 , 0.74868 , 0.119266 , 0.920011 , 0.932127
2 , -0.559008 , 0.610462 , 0.0586261 , 0.456496 , 0.885098 , 0.950407 , 0.940214 , 0.782556 , 0.64861 , -0.664266
3 , 0.744652 , 0.832728 , 0.283517 , 0.347514 , 0.496445 , 0.692465 , -0.877377 , 0.470992 , 0.452895 , 0.744407
4 , -0.674093 , 0.430006 , 0.901028 , 0.780999 , 0.157048 , -0.931578 , 0.831202 , 0.439436 , 0.430586 , 0.312967
5 , 0.456557 , 0.802698 , 0.119358 , 0.886013 , -0.0469375 , 0.510056 , 0.504044 , 0.900204 , 0.0458998 , 0.221625
6 , 0.11185 , 0.218879 , 0.939665 , -0.779626 , 0.481338 , 0.302103 , -0.84695 , 0.910855 , 0.319193 , 0.58977
7 , 0.298044 , 0.814173 , 0.768883 , -0.878872 , -0.172399 , 0.47618 , 0.00909452 , 0.788751 , 0.262642 , 0.059328
8 , 0.901089 , 0.908078 , 0.434858 , 0.205939 , 0.903592 , 0.716849 , -0.852931 , -0.602069 , 0.974029 , 0.878048
9 , 0.236305 , 0.644826 , 0.674917 , 0.991607 , -0.619739 , -0.557115 , 0.203955 , 0.40556 , 0.583331 , 0.793146

t = 1
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.833399 , 0.218757 , -0.421033 , 0.0317148 , 0.518229 , 0.59563 , 0.577142 , -0.0763939 , 0.783447 , 0.562578
1 , 0.649037 , -0.366533 , 0.636439 , 0.893844 , -0.391534 , 0.450545 , 0.798944 , 0.295413 , 0.936009 , 0.932127
2 , -0.559008 , 0.688369 , 0.246901 , 0.565197 , 0.908078 , 0.950407 , 0.952171 , 0.826044 , 0.718888 , -0.664266
3 , 0.744652 , 0.866182 , 0.426814 , 0.478011 , 0.597156 , 0.692465 , -0.901901 , 0.576794 , 0.562316 , 0.744407
4 , -0.674093 , 0.544005 , 0.920823 , 0.824799 , 0.325639 , -0.931578 , 0.864962 , 0.551549 , 0.544469 , 0.312967
5 , 0.456557 , 0.642158 , 0.0954863 , 0.708811 , -0.03755 , 0.510056 , 0.403235 , 0.720164 , 0.0367199 , 0.221625
6 , 0.11185 , 0.375103 , 0.951732 , -0.823701 , 0.58507 , 0.302103 , -0.87756 , 0.928684 , 0.455354 , 0.58977
7 , 0.298044 , 0.851338 , 0.815107 , -0.903098 , -0.337919 , 0.47618 , 0.207276 , 0.831001 , 0.410114 , 0.059328
8 , 0.901089 , 0.926463 , 0.547887 , 0.364751 , 0.922874 , 0.716849 , -0.882345 , -0.681655 , 0.979223 , 0.878048
9 , 0.236305 , 0.51586 , 0.539934 , 0.793286 , -0.495791 , -0.557115 , 0.163164 , 0.324448 , 0.466665 , 0.793146

t = 2
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.86672 , 0.375005 , -0.536827 , 0.225372 , 0.518229 , 0.59563 , 0.577142 , -0.0763939 , 0.783447 , 0.650063
1 , 0.71923 , -0.493227 , 0.709151 , 0.915076 , -0.391534 , 0.450545 , 0.798944 , 0.295413 , 0.936009 , 0.945701
2 , -0.647206 , 0.750696 , 0.397521 , 0.652157 , 0.908078 , 0.950407 , 0.952171 , 0.826044 , 0.718888 , -0.731413
3 , 0.795721 , 0.892946 , 0.541451 , 0.582409 , 0.597156 , 0.692465 , -0.901901 , 0.576794 , 0.562316 , 0.795526
4 , -0.539274 , 0.435204 , 0.736658 , 0.65984 , 0.325639 , -0.931578 , 0.864962 , 0.551549 , 0.544469 , 0.250374
5 , 0.365246 , 0.513727 , 0.0763891 , 0.567049 , -0.03755 , 0.510056 , 0.403235 , 0.720164 , 0.0367199 , 0.1773
6 , 0.0894803 , 0.300082 , 0.761386 , -0.658961 , 0.58507 , 0.302103 , -0.87756 , 0.928684 , 0.455354 , 0.471816
7 , 0.238435 , 0.681071 , 0.652085 , -0.722478 , -0.337919 , 0.47618 , 0.207276 , 0.831001 , 0.410114 , 0.0474624
8 , 0.720872 , 0.74117 , 0.438309 , 0.291801 , 0.922874 , 0.716849 , -0.882345 , -0.681655 , 0.979223 , 0.702438
9 , 0.389044 , 0.612688 , 0.631947 , 0.834629 , -0.495791 , -0.557115 , 0.163164 , 0.324448 , 0.466665 , 0.834516

t = 3
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.893376 , 0.500004 , -0.536827 , 0.225372 , 0.614583 , 0.59563 , 0.661713 , -0.261115 , 0.783447 , 0.72005
1 , 0.775384 , -0.594581 , 0.709151 , 0.915076 , -0.513227 , 0.450545 , 0.839155 , 0.43633 , 0.936009 , 0.956561
2 , -0.517765 , 0.600556 , 0.397521 , 0.652157 , 0.726463 , 0.950407 , 0.761737 , 0.660836 , 0.718888 , -0.58513
3 , 0.636577 , 0.714357 , 0.541451 , 0.582409 , 0.477725 , 0.692465 , -0.721521 , 0.461435 , 0.562316 , 0.636421
4 , -0.631419 , 0.548163 , 0.736658 , 0.65984 , 0.460511 , -0.931578 , 0.891969 , 0.641239 , 0.544469 , 0.400299
5 , 0.292196 , 0.410981 , 0.0763891 , 0.567049 , -0.03004 , 0.510056 , 0.322588 , 0.576131 , 0.0367199 , 0.14184
6 , 0.271584 , 0.440066 , 0.761386 , -0.658961 , 0.668056 , 0.302103 , -0.902048 , 0.942948 , 0.455354 , 0.577453
7 , 0.390748 , 0.744856 , 0.652085 , -0.722478 , -0.470335 , 0.47618 , 0.36582 , 0.864801 , 0.410114 , 0.23797
8 , 0.576697 , 0.592936 , 0.438309 , 0.291801 , 0.738299 , 0.716849 , -0.705876 , -0.545324 , 0.979223 , 0.561951
9 , 0.511235 , 0.690151 , 0.631947 , 0.834629 , -0.596633 , -0.557115 , 0.330531 , 0.459559 , 0.466665 , 0.867613

t = 4
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.893376 , 0.400003 , -0.429461 , 0.180297 , 0.491666 , 0.59563 , 0.529371 , -0.261115 , 0.783447 , 0.72005
1 , 0.775384 , -0.675665 , 0.767321 , 0.93206 , -0.610582 , 0.450545 , 0.871324 , 0.43633 , 0.936009 , 0.956561
2 , -0.517765 , 0.680445 , 0.518017 , 0.721726 , 0.78117 , 0.950407 , 0.80939 , 0.660836 , 0.718888 , -0.58513
3 , 0.636577 , 0.771485 , 0.633161 , 0.665927 , 0.58218 , 0.692465 , -0.777217 , 0.461435 , 0.562316 , 0.636421
4 , -0.631419 , 0.63853 , 0.789327 , 0.727872 , 0.568409 , -0.931578 , 0.913576 , 0.641239 , 0.544469 , 0.400299
5 , 0.292196 , 0.328785 , 0.0611112 , 0.453639 , -0.024032 , 0.510056 , 0.25807 , 0.576131 , 0.0367199 , 0.14184
6 , 0.271584 , 0.552053 , 0.809108 , -0.727168 , 0.734445 , 0.302103 , -0.921638 , 0.942948 , 0.455354 , 0.577453
7 , 0.390748 , 0.595885 , 0.521668 , -0.577982 , -0.376268 , 0.47618 , 0.292656 , 0.864801 , 0.410114 , 0.23797
8 , 0.576697 , 0.474349 , 0.350647 , 0.233441 , 0.590639 , 0.716849 , -0.564701 , -0.545324 , 0.979223 , 0.561951
9 , 0.511235 , 0.552121 , 0.505557 , 0.667703 , -0.477307 , -0.557115 , 0.264425 , 0.459559 , 0.466665 , 0.867613

t = 5
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.914701 , 0.520003 , -0.543569 , 0.344238 , 0.593333 , 0.59563 , 0.529371 , -0.261115 , 0.783447 , 0.77604
1 , 0.820307 , -0.740532 , 0.813857 , 0.945648 , -0.688465 , 0.450545 , 0.871324 , 0.43633 , 0.936009 , 0.965249
2 , -0.614212 , 0.744356 , 0.614413 , 0.777381 , 0.824936 , 0.950407 , 0.80939 , 0.660836 , 0.718888 , -0.668104
3 , 0.709262 , 0.817188 , 0.706529 , 0.732742 , 0.665744 , 0.692465 , -0.777217 , 0.461435 , 0.562316 , 0.709137
4 , -0.705136 , 0.710824 , 0.831461 , 0.782297 , 0.654727 , -0.931578 , 0.913576 , 0.641239 , 0.544469 , 0.520239
5 , 0.233757 , 0.263028 , 0.048889 , 0.362911 , -0.0192256 , 0.510056 , 0.25807 , 0.576131 , 0.0367199 , 0.113472
6 , 0.217267 , 0.441642 , 0.647287 , -0.581735 , 0.587556 , 0.302103 , -0.921638 , 0.942948 , 0.455354 , 0.461962
7 , 0.312598 , 0.476708 , 0.417335 , -0.462386 , -0.301015 , 0.47618 , 0.292656 , 0.864801 , 0.410114 , 0.190376
8 , 0.461358 , 0.379479 , 0.280518 , 0.186753 , 0.472511 , 0.716849 , -0.564701 , -0.545324 , 0.979223 , 0.449561
9 , 0.608988 , 0.641696 , 0.604446 , 0.734162 , -0.581845 , -0.557115 , 0.264425 , 0.459559 , 0.466665 , 0.894091

t = 6
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.93176 , 0.616002 , -0.634855 , 0.47539 , 0.593333 , 0.676504 , 0.623497 , -0.261115 , 0.783447 , 0.77604
1 , 0.856246 , -0.792426 , 0.851085 , 0.956519 , -0.688465 , 0.560436 , 0.897059 , 0.43633 , 0.936009 , 0.965249
2 , -0.691369 , 0.795485 , 0.691531 , 0.821905 , 0.824936 , 0.960326 , 0.847512 , 0.660836 , 0.718888 , -0.668104
3 , 0.767409 , 0.853751 , 0.765223 , 0.786193 , 0.665744 , 0.753972 , -0.821773 , 0.461435 , 0.562316 , 0.709137
4 , -0.564108 , 0.568659 , 0.665169 , 0.625838 , 0.654727 , -0.745262 , 0.73086 , 0.641239 , 0.544469 , 0.520239
5 , 0.387006 , 0.410422 , 0.239111 , 0.490329 , -0.0192256 , 0.608045 , 0.406456 , 0.576131 , 0.0367199 , 0.113472
6 , 0.373814 , 0.553314 , 0.717829 , -0.665388 , 0.587556 , 0.441682 , -0.937311 , 0.942948 , 0.455354 , 0.461962
7 , 0.250079 , 0.381366 , 0.333868 , -0.369909 , -0.301015 , 0.380944 , 0.234125 , 0.864801 , 0.410114 , 0.190376
8 , 0.369086 , 0.303583 , 0.224414 , 0.149402 , 0.472511 , 0.573479 , -0.451761 , -0.545324 , 0.979223 , 0.449561
9 , 0.48719 , 0.513357 , 0.483557 , 0.58733 , -0.581845 , -0.445692 , 0.21154 , 0.459559 , 0.466665 , 0.894091

t = 7
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.945408 , 0.692802 , -0.634855 , 0.47539 , 0.593333 , 0.741203 , 0.623497 , -0.408892 , 0.826757 , 0.820832
1 , 0.884997 , -0.833941 , 0.851085 , 0.956519 , -0.688465 , 0.648349 , 0.897059 , 0.549064 , 0.948807 , 0.972199
2 , -0.553096 , 0.636388 , 0.691531 , 0.821905 , 0.824936 , 0.768261 , 0.847512 , 0.528669 , 0.57511 , -0.534483
3 , 0.613927 , 0.683001 , 0.765223 , 0.786193 , 0.665744 , 0.603178 , -0.821773 , 0.369148 , 0.449853 , 0.567309
4 , -0.451287 , 0.454928 , 0.665169 , 0.625838 , 0.654727 , -0.59621 , 0.73086 , 0.512991 , 0.435575 , 0.416191
5 , 0.509605 , 0.528338 , 0.239111 , 0.490329 , -0.0192256 , 0.686436 , 0.406456 , 0.660905 , 0.229376 , 0.290778
6 , 0.299051 , 0.442651 , 0.717829 , -0.665388 , 0.587556 , 0.353346 , -0.937311 , 0.754358 , 0.364284 , 0.36957
7 , 0.400063 , 0.505093 , 0.333868 , -0.369909 , -0.301015 , 0.504755 , 0.234125 , 0.89184 , 0.528091 , 0.352301
8 , 0.495269 , 0.442867 , 0.224414 , 0.149402 , 0.472511 , 0.658784 , -0.451761 , -0.636259 , 0.983378 , 0.559649
9 , 0.589752 , 0.610686 , 0.483557 , 0.58733 , -0.581845 , -0.556554 , 0.21154 , 0.567647 , 0.573332 , 0.915272

t = 8
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.945408 , 0.692802 , -0.634855 , 0.47539 , 0.474667 , 0.592962 , 0.623497 , -0.327114 , 0.661406 , 0.656666
1 , 0.884997 , -0.833941 , 0.851085 , 0.956519 , -0.550772 , 0.518679 , 0.897059 , 0.439252 , 0.759046 , 0.777759
2 , -0.553096 , 0.636388 , 0.691531 , 0.821905 , 0.659949 , 0.614609 , 0.847512 , 0.422935 , 0.460088 , -0.427587
3 , 0.613927 , 0.683001 , 0.765223 , 0.786193 , 0.532595 , 0.482542 , -0.821773 , 0.295318 , 0.359882 , 0.453847
4 , -0.451287 , 0.454928 , 0.665169 , 0.625838 , 0.723782 , -0.676968 , 0.73086 , 0.610393 , 0.54846 , 0.532953
5 , 0.509605 , 0.528338 , 0.239111 , 0.490329 , -0.21538 , 0.749149 , 0.406456 , 0.728724 , 0.383501 , 0.432622
6 , 0.299051 , 0.442651 , 0.717829 , -0.665388 , 0.470045 , 0.282677 , -0.937311 , 0.603486 , 0.291427 , 0.295656
7 , 0.400063 , 0.505093 , 0.333868 , -0.369909 , -0.440812 , 0.603804 , 0.234125 , 0.913472 , 0.622473 , 0.481841
8 , 0.495269 , 0.442867 , 0.224414 , 0.149402 , 0.578009 , 0.727027 , -0.451761 , -0.709008 , 0.986703 , 0.647719
9 , 0.589752 , 0.610686 , 0.483557 , 0.58733 , -0.665476 , -0.645243 , 0.21154 , 0.654118 , 0.658665 , 0.932218

t = 9
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.945408 , 0.554241 , -0.634855 , 0.380312 , 0.474667 , 0.592962 , 0.498797 , -0.327114 , 0.529125 , 0.525333
1 , 0.884997 , -0.867152 , 0.851085 , 0.965215 , -0.550772 , 0.518679 , 0.917647 , 0.439252 , 0.807237 , 0.822207
2 , -0.553096 , 0.50911 , 0.691531 , 0.657524 , 0.659949 , 0.614609 , 0.678009 , 0.422935 , 0.368071 , -0.342069
3 , 0.613927 , 0.7464 , 0.765223 , 0.828955 , 0.532595 , 0.482542 , -0.857419 , 0.295318 , 0.487906 , 0.563078
4 , -0.451287 , 0.363942 , 0.665169 , 0.50067 , 0.723782 , -0.676968 , 0.584688 , 0.610393 , 0.438768 , 0.426363
5 , 0.509605 , 0.42267 , 0.239111 , 0.392263 , -0.21538 , 0.749149 , 0.325165 , 0.728724 , 0.306801 , 0.346098
6 , 0.299051 , 0.554121 , 0.717829 , -0.73231 , 0.470045 , 0.282677 , -0.949848 , 0.603486 , 0.433141 , 0.436525
7 , 0.400063 , 0.404075 , 0.333868 , -0.295927 , -0.440812 , 0.603804 , 0.1873 , 0.913472 , 0.497978 , 0.385472
8 , 0.495269 , 0.554293 , 0.224414 , 0.319522 , 0.578009 , 0.727027 , -0.561409 , -0.709008 , 0.989362 , 0.718175
9 , 0.589752 , 0.688549 , 0.483557 , 0.669864 , -0.665476 , -0.645243 , 0.369232 , 0.654118 , 0.726932 , 0.945774

