N_ID , 
0 , 0.404401 , 1.4044 , 2.4044 , 3.4044 , 4.4044 , 5.4044 , 6.4044 , 7.4044 , 8.4044 , 9.4044 ,  
1 , 0.729759 , 1.72976 , 2.72976 , 3.72976 , 4.72976 , 5.72976 , 6.72976 , 7.72976 , 8.72976 , 9.72976 ,  
2 , 0.987671 , 0.737671 , 1.73767 , 2.73767 , 3.73767 , 4.73767 , 5.73767 , 6.73767 , 7.73767 , 8.73767 ,  
3 , 0.788995 , 0.538995 , 1.539 , 2.539 , 3.539 , 4.53899 , 5.53899 , 6.53899 , 7.53899 , 8.53899 ,  
4 , 0.329386 , 0.0793863 , 1.07939 , 2.07939 , 3.07939 , 4.07939 , 5.07939 , 6.07939 , 7.07939 , 8.07939 ,  
5 , 0.366619 , 1.36662 , 2.36662 , 3.36662 , 4.36662 , 5.36662 , 6.36662 , 7.36662 , 8.36662 , 9.36662 ,  
6 , 0.304514 , 0.0545137 , 1.05451 , 2.05451 , 3.05451 , 4.05451 , 5.05451 , 6.05451 , 7.05451 , 8.05451 ,  
7 , 0.767235 , 0.517235 , 1.51724 , 2.51724 , 3.51724 , 4.51724 , 5.51724 , 6.51724 , 7.51724 , 8.51723 ,  
8 , 0.774194 , 1.77419 , 2.77419 , 3.77419 , 4.77419 , 5.77419 , 6.77419 , 7.77419 , 8.77419 , 9.77419 ,  
9 , 0.395672 , 1.39567 , 2.39567 , 3.39567 , 4.39567 , 5.39567 , 6.39567 , 7.39567 , 8.39567 , 9.39567 ,  
TIME , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 
