t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
3 , -0.635151 , -0.891354 , 0.493759 , 0.92136 , 0.460799 , 0.716422 , 0.854146 , 0.283938 , 0.811859 , 0.201538
4 , 0.187994 , 0.394482 , 0.989471 , 0.546892 , -0.204077 , 0.817927 , 0.0921659 , 0.523966 , 0.250545 , 0.2691
5 , 0.727714 , 0.0895108 , 0.737388 , 0.733909 , 0.141026 , 0.233802 , 0.553557 , 0.615888 , 0.537248 , -0.111527
6 , 0.238075 , -0.440962 , -0.655965 , 0.442976 , 0.614399 , 0.992523 , 0.445515 , -0.749724 , 0.512436 , -0.981127
7 , 0.000640889 , -0.0764794 , 0.287118 , 0.54232 , 0.0899075 , 0.262459 , 0.203858 , 0.675845 , 0.868648 , 0.200317
8 , 0.907743 , 0.621937 , 0.55269 , 0.378668 , 0.903287 , 0.909482 , -0.647914 , 0.580041 , 0.491 , 0.490976
9 , 0.0334483 , -0.0333567 , -0.432234 , 0.407501 , 0.352367 , 0.691092 , 0.645668 , 0.945408 , 0.225831 , 0.731291

t = 2
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.276559 , 0.21424 , 0.260872 , 0.510094 , 0.410749 , 0.829432 , -0.244031 , -0.35526 , 0.542673 , 0.579485
1 , 0.930387 , -0.0481582 , 0.296976 , 0.0326377 , 0.38142 , 0.758232 , 0.0795727 , 0.0132328 , 0.633418 , -0.184478
2 , 0.327647 , 0.710562 , 0.0875271 , 0.500211 , 0.0510269 , -0.32429 , -0.499273 , 0.58305 , -0.630293 , 0.385607
3 , -0.635151 , -0.891354 , 0.493759 , 0.937088 , 0.460799 , 0.716422 , 0.883317 , 0.283938 , 0.849488 , 0.201538
4 , 0.187994 , 0.394482 , 0.989471 , 0.437513 , -0.204077 , 0.817927 , 0.0737327 , 0.523966 , 0.200436 , 0.2691
5 , 0.727714 , 0.0895108 , 0.737388 , 0.587127 , 0.141026 , 0.233802 , 0.442846 , 0.615888 , 0.429798 , -0.111527
6 , 0.238075 , -0.440962 , -0.655965 , 0.554381 , 0.614399 , 0.992523 , 0.556412 , -0.749724 , 0.609949 , -0.981127
7 , 0.000640889 , -0.0764794 , 0.287118 , 0.433856 , 0.0899075 , 0.262459 , 0.163086 , 0.675845 , 0.694919 , 0.200317
8 , 0.907743 , 0.621937 , 0.55269 , 0.502934 , 0.903287 , 0.909482 , -0.718331 , 0.580041 , 0.5928 , 0.490976
9 , 0.0334483 , -0.0333567 , -0.432234 , 0.326001 , 0.352367 , 0.691092 , 0.516534 , 0.945408 , 0.180665 , 0.731291

t = 3
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.276559 , 0.171392 , 0.208698 , 0.510094 , 0.328599 , 0.829432 , -0.244031 , -0.35526 , 0.434138 , 0.579485
1 , 0.930387 , -0.238527 , 0.43758 , 0.0326377 , 0.505136 , 0.758232 , 0.0795727 , 0.0132328 , 0.706734 , -0.184478
2 , 0.327647 , 0.76845 , 0.270022 , 0.500211 , 0.240822 , -0.32429 , -0.499273 , 0.58305 , -0.704234 , 0.385607
3 , -0.635151 , -0.713083 , 0.395007 , 0.937088 , 0.368639 , 0.716422 , 0.883317 , 0.283938 , 0.67959 , 0.201538
4 , 0.187994 , 0.515586 , 0.991577 , 0.437513 , -0.363262 , 0.817927 , 0.0737327 , 0.523966 , 0.360349 , 0.2691
5 , 0.727714 , 0.0716086 , 0.589911 , 0.587127 , 0.112821 , 0.233802 , 0.442846 , 0.615888 , 0.343839 , -0.111527
6 , 0.238075 , -0.35277 , -0.524772 , 0.554381 , 0.491519 , 0.992523 , 0.556412 , -0.749724 , 0.487959 , -0.981127
7 , 0.000640889 , -0.0611835 , 0.229695 , 0.433856 , 0.071926 , 0.262459 , 0.163086 , 0.675845 , 0.555935 , 0.200317
8 , 0.907743 , 0.697549 , 0.642152 , 0.502934 , 0.922629 , 0.909482 , -0.718331 , 0.580041 , 0.67424 , 0.490976
9 , 0.0334483 , -0.0266854 , -0.345787 , 0.326001 , 0.281893 , 0.691092 , 0.516534 , 0.945408 , 0.144532 , 0.731291

t = 4
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.276559 , 0.171392 , 0.166958 , 0.408075 , 0.262879 , 0.829432 , -0.195225 , -0.284208 , 0.434138 , 0.579485
1 , 0.930387 , -0.238527 , 0.350064 , 0.0261102 , 0.404109 , 0.758232 , 0.0636582 , 0.0105863 , 0.706734 , -0.184478
2 , 0.327647 , 0.76845 , 0.416017 , 0.600168 , 0.392657 , -0.32429 , -0.599418 , 0.66644 , -0.704234 , 0.385607
3 , -0.635151 , -0.713083 , 0.516006 , 0.94967 , 0.494911 , 0.716422 , 0.906653 , 0.42715 , 0.67959 , 0.201538
4 , 0.187994 , 0.515586 , 0.993262 , 0.550011 , -0.490609 , 0.817927 , 0.258986 , 0.619173 , 0.360349 , 0.2691
5 , 0.727714 , 0.0716086 , 0.471929 , 0.469702 , 0.0902567 , 0.233802 , 0.354276 , 0.49271 , 0.343839 , -0.111527
6 , 0.238075 , -0.35277 , -0.619817 , 0.643505 , 0.593215 , 0.992523 , 0.64513 , -0.799779 , 0.487959 , -0.981127
7 , 0.000640889 , -0.0611835 , 0.383756 , 0.547085 , 0.257541 , 0.262459 , 0.330469 , 0.740676 , 0.555935 , 0.200317
8 , 0.907743 , 0.697549 , 0.513722 , 0.402347 , 0.738104 , 0.909482 , -0.574665 , 0.464033 , 0.67424 , 0.490976
9 , 0.0334483 , -0.0266854 , -0.27663 , 0.260801 , 0.225515 , 0.691092 , 0.413227 , 0.756327 , 0.144532 , 0.731291

t = 5
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.276559 , 0.137114 , 0.133567 , 0.408075 , 0.210303 , 0.663546 , -0.15618 , -0.284208 , 0.434138 , 0.463588
1 , 0.930387 , -0.390821 , 0.480052 , 0.0261102 , 0.523287 , 0.806586 , 0.250927 , 0.0105863 , 0.706734 , -0.347583
2 , 0.327647 , 0.81476 , 0.532814 , 0.600168 , 0.514126 , -0.459432 , -0.679535 , 0.66644 , -0.704234 , 0.508486
3 , -0.635151 , -0.570467 , 0.412805 , 0.94967 , 0.395929 , 0.573138 , 0.725323 , 0.42715 , 0.67959 , 0.161231
4 , 0.187994 , 0.612469 , 0.994609 , 0.550011 , -0.592488 , 0.854341 , 0.407189 , 0.619173 , 0.360349 , 0.41528
5 , 0.727714 , 0.257287 , 0.577543 , 0.469702 , 0.272205 , 0.387042 , 0.483421 , 0.49271 , 0.343839 , -0.289221
6 , 0.238075 , -0.482216 , -0.695854 , 0.643505 , 0.674572 , 0.994018 , 0.716104 , -0.799779 , 0.487959 , -0.984902
7 , 0.000640889 , -0.0489468 , 0.307005 , 0.547085 , 0.206033 , 0.209967 , 0.264375 , 0.740676 , 0.555935 , 0.160254
8 , 0.907743 , 0.558039 , 0.410977 , 0.402347 , 0.590483 , 0.727586 , -0.459732 , 0.464033 , 0.67424 , 0.392781
9 , 0.0334483 , -0.221348 , -0.421304 , 0.260801 , 0.380412 , 0.752873 , 0.530582 , 0.756327 , 0.144532 , 0.785033

t = 6
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.276559 , 0.137114 , 0.133567 , 0.32646 , 0.168243 , 0.663546 , -0.15618 , -0.284208 , 0.347311 , 0.463588
1 , 0.930387 , -0.390821 , 0.480052 , 0.0208881 , 0.41863 , 0.806586 , 0.250927 , 0.0105863 , 0.565387 , -0.347583
2 , 0.327647 , 0.81476 , 0.532814 , 0.480135 , 0.411301 , -0.459432 , -0.679535 , 0.66644 , -0.563387 , 0.508486
3 , -0.635151 , -0.570467 , 0.412805 , 0.959736 , 0.516743 , 0.573138 , 0.725323 , 0.42715 , 0.743672 , 0.161231
4 , 0.187994 , 0.612469 , 0.994609 , 0.640009 , -0.67399 , 0.854341 , 0.407189 , 0.619173 , 0.488279 , 0.41528
5 , 0.727714 , 0.257287 , 0.577543 , 0.375761 , 0.217764 , 0.387042 , 0.483421 , 0.49271 , 0.275071 , -0.289221
6 , 0.238075 , -0.482216 , -0.695854 , 0.514804 , 0.539658 , 0.994018 , 0.716104 , -0.799779 , 0.390367 , -0.984902
7 , 0.000640889 , -0.0489468 , 0.307005 , 0.437668 , 0.164826 , 0.209967 , 0.264375 , 0.740676 , 0.444748 , 0.160254
8 , 0.907743 , 0.558039 , 0.410977 , 0.521878 , 0.672386 , 0.727586 , -0.459732 , 0.464033 , 0.739392 , 0.392781
9 , 0.0334483 , -0.221348 , -0.421304 , 0.208641 , 0.304329 , 0.752873 , 0.530582 , 0.756327 , 0.115625 , 0.785033

t = 7
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.276559 , 0.109691 , 0.133567 , 0.32646 , 0.134594 , 0.663546 , -0.15618 , -0.284208 , 0.347311 , 0.370871
1 , 0.930387 , -0.512657 , 0.480052 , 0.0208881 , 0.534904 , 0.806586 , 0.250927 , 0.0105863 , 0.565387 , -0.478066
2 , 0.327647 , 0.651808 , 0.532814 , 0.480135 , 0.329041 , -0.459432 , -0.679535 , 0.66644 , -0.563387 , 0.406789
3 , -0.635151 , -0.456373 , 0.412805 , 0.959736 , 0.413395 , 0.573138 , 0.725323 , 0.42715 , 0.743672 , 0.128984
4 , 0.187994 , 0.689975 , 0.994609 , 0.640009 , -0.739192 , 0.854341 , 0.407189 , 0.619173 , 0.488279 , 0.532224
5 , 0.727714 , 0.20583 , 0.577543 , 0.375761 , 0.174211 , 0.387042 , 0.483421 , 0.49271 , 0.275071 , -0.231377
6 , 0.238075 , -0.385773 , -0.695854 , 0.514804 , 0.431726 , 0.994018 , 0.716104 , -0.799779 , 0.390367 , -0.787922
7 , 0.000640889 , -0.0391574 , 0.307005 , 0.437668 , 0.131861 , 0.209967 , 0.264375 , 0.740676 , 0.444748 , 0.128203
8 , 0.907743 , 0.446432 , 0.410977 , 0.521878 , 0.537909 , 0.727586 , -0.459732 , 0.464033 , 0.739392 , 0.314224
9 , 0.0334483 , -0.377079 , -0.421304 , 0.208641 , 0.443464 , 0.752873 , 0.530582 , 0.756327 , 0.115625 , 0.828026

t = 8
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.276559 , 0.0877527 , 0.106853 , 0.261168 , 0.107675 , 0.530837 , -0.15618 , -0.284208 , 0.347311 , 0.370871
1 , 0.930387 , -0.610126 , 0.584041 , 0.216711 , 0.627923 , 0.845269 , 0.250927 , 0.0105863 , 0.565387 , -0.478066
2 , 0.327647 , 0.721446 , 0.626251 , 0.584108 , 0.463232 , -0.567545 , -0.679535 , 0.66644 , -0.563387 , 0.406789
3 , -0.635151 , -0.565099 , 0.530244 , 0.967789 , 0.530716 , 0.65851 , 0.725323 , 0.42715 , 0.743672 , 0.128984
4 , 0.187994 , 0.75198 , 0.995687 , 0.712007 , -0.791354 , 0.883473 , 0.407189 , 0.619173 , 0.488279 , 0.532224
5 , 0.727714 , 0.364664 , 0.662034 , 0.500609 , 0.339369 , 0.509633 , 0.483421 , 0.49271 , 0.275071 , -0.231377
6 , 0.238075 , -0.308618 , -0.556683 , 0.411843 , 0.345381 , 0.795215 , 0.716104 , -0.799779 , 0.390367 , -0.787922
7 , 0.000640889 , -0.031326 , 0.245604 , 0.350134 , 0.105489 , 0.167974 , 0.264375 , 0.740676 , 0.444748 , 0.128203
8 , 0.907743 , 0.357145 , 0.328782 , 0.417502 , 0.430327 , 0.582069 , -0.459732 , 0.464033 , 0.739392 , 0.314224
9 , 0.0334483 , -0.301663 , -0.337043 , 0.166913 , 0.354771 , 0.602299 , 0.530582 , 0.756327 , 0.115625 , 0.828026

t = 9
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , -0.421247 , 0.0877527 , 0.106853 , 0.261168 , 0.107675 , 0.530837 , -0.15618 , -0.284208 , 0.347311 , 0.370871
1 , 0.74431 , -0.610126 , 0.584041 , 0.216711 , 0.627923 , 0.845269 , 0.250927 , 0.0105863 , 0.565387 , -0.478066
2 , 0.262117 , 0.721446 , 0.626251 , 0.584108 , 0.463232 , -0.567545 , -0.679535 , 0.66644 , -0.563387 , 0.406789
3 , -0.508121 , -0.565099 , 0.530244 , 0.967789 , 0.530716 , 0.65851 , 0.725323 , 0.42715 , 0.743672 , 0.128984
4 , 0.150395 , 0.75198 , 0.995687 , 0.712007 , -0.791354 , 0.883473 , 0.407189 , 0.619173 , 0.488279 , 0.532224
5 , 0.582171 , 0.364664 , 0.662034 , 0.500609 , 0.339369 , 0.509633 , 0.483421 , 0.49271 , 0.275071 , -0.231377
6 , 0.19046 , -0.308618 , -0.556683 , 0.411843 , 0.345381 , 0.795215 , 0.716104 , -0.799779 , 0.390367 , -0.787922
7 , 0.000512711 , -0.031326 , 0.245604 , 0.350134 , 0.105489 , 0.167974 , 0.264375 , 0.740676 , 0.444748 , 0.128203
8 , 0.726194 , 0.357145 , 0.328782 , 0.417502 , 0.430327 , 0.582069 , -0.459732 , 0.464033 , 0.739392 , 0.314224
9 , 0.0267586 , -0.301663 , -0.337043 , 0.166913 , 0.354771 , 0.602299 , 0.530582 , 0.756327 , 0.115625 , 0.828026

