t = 0
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.87051 , 0.570116 , 0.428663 , 0.128513 , 0.175939 , 0.229133 , -0.188482 , -0.335002 , -0.587817 , 0.842677
1 , 0.0201727 , 0.588641 , 0.0501419 , -0.664907 , -0.807825 , 0.780938 , -0.402448 , 0.876553 , 0.303018 , -0.0843226
2 , 0.449507 , 0.117466 , 0.402417 , -0.712302 , 0.21952 , 0.680258 , 0.00646992 , 0.215766 , 0.337962 , -0.548692
3 , 0.143437 , -0.141881 , -0.014771 , 0.751122 , 0.906308 , 0.12299 , 0.922575 , 0.148228 , 0.655171 , 0.225776
4 , 0.169439 , -0.355235 , 0.446577 , 0.0375378 , 0.406171 , 0.046968 , 0.871792 , 0.0243538 , 0.50914 , 0.443312
5 , -0.252785 , 0.900296 , 0.34785 , 0.710105 , 0.785943 , 0.533158 , 0.363384 , -0.939085 , 0.348888 , 0.0344554
6 , 0.677725 , 0.419752 , -0.406873 , -0.243355 , 0.612384 , 0.160619 , -0.436384 , 0.759026 , 0.572771 , 0.495224
7 , 0.466079 , 0.190558 , 0.0112613 , 0.471053 , 0.417341 , 0.442244 , 0.985351 , 0.624866 , 0.890469 , 0.158544
8 , 0.315531 , 0.450514 , 0.483169 , 0.982727 , -0.154057 , 0.988525 , -0.995331 , 0.559374 , 0.189764 , 0.75512
9 , 0.893857 , 0.216285 , -0.450087 , 0.307199 , 0.646748 , 0.458113 , 0.498245 , -0.627186 , -0.926389 , 0.272683

t = 1
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.87051 , 0.570116 , 0.428663 , 0.128513 , 0.175939 , 0.229133 , -0.188482 , -0.335002 , -0.587817 , 0.842677
1 , 0.0201727 , 0.588641 , 0.0501419 , -0.664907 , -0.807825 , 0.780938 , -0.402448 , 0.876553 , 0.303018 , -0.0843226
2 , 0.559606 , 0.293973 , 0.521934 , -0.769842 , 0.375616 , 0.744206 , 0.205176 , 0.372613 , 0.47037 , -0.638954
3 , 0.143437 , -0.141881 , -0.014771 , 0.751122 , 0.906308 , 0.12299 , 0.922575 , 0.148228 , 0.655171 , 0.225776
4 , 0.169439 , -0.355235 , 0.446577 , 0.0375378 , 0.406171 , 0.046968 , 0.871792 , 0.0243538 , 0.50914 , 0.443312
5 , -0.252785 , 0.900296 , 0.34785 , 0.710105 , 0.785943 , 0.533158 , 0.363384 , -0.939085 , 0.348888 , 0.0344554
6 , 0.677725 , 0.419752 , -0.406873 , -0.243355 , 0.612384 , 0.160619 , -0.436384 , 0.759026 , 0.572771 , 0.495224
7 , 0.466079 , 0.190558 , 0.0112613 , 0.471053 , 0.417341 , 0.442244 , 0.985351 , 0.624866 , 0.890469 , 0.158544
8 , 0.452425 , 0.560411 , 0.586535 , 0.986181 , -0.323246 , 0.99082 , -0.996265 , 0.647499 , 0.351811 , 0.804096
9 , 0.893857 , 0.216285 , -0.450087 , 0.307199 , 0.646748 , 0.458113 , 0.498245 , -0.627186 , -0.926389 , 0.272683

t = 2
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.896408 , 0.656093 , 0.54293 , 0.302811 , 0.340751 , 0.383306 , -0.350786 , -0.468001 , -0.670254 , 0.874142
1 , 0.0201727 , 0.588641 , 0.0501419 , -0.664907 , -0.807825 , 0.780938 , -0.402448 , 0.876553 , 0.303018 , -0.0843226
2 , 0.647685 , 0.435178 , 0.617547 , -0.815873 , 0.500493 , 0.795365 , 0.364141 , 0.49809 , 0.576296 , -0.711163
3 , 0.31475 , -0.313504 , -0.211817 , 0.800897 , 0.925047 , 0.298392 , 0.93806 , 0.318583 , 0.724137 , 0.380621
4 , 0.169439 , -0.355235 , 0.446577 , 0.0375378 , 0.406171 , 0.046968 , 0.871792 , 0.0243538 , 0.50914 , 0.443312
5 , -0.402228 , 0.920237 , 0.47828 , 0.768084 , 0.828755 , 0.626527 , 0.490707 , -0.951268 , 0.47911 , 0.227564
6 , 0.74218 , 0.535801 , -0.525498 , -0.394684 , 0.689908 , 0.328495 , -0.549107 , 0.807221 , 0.658217 , 0.596179
7 , 0.572863 , 0.352446 , 0.209009 , 0.576843 , 0.533872 , 0.553795 , 0.988281 , 0.699893 , 0.912375 , 0.326835
8 , 0.56194 , 0.648329 , 0.669228 , 0.988945 , -0.458597 , 0.992656 , -0.997012 , 0.717999 , 0.481449 , 0.843277
9 , 0.915085 , 0.373028 , -0.56007 , 0.445759 , 0.717399 , 0.566491 , 0.598596 , -0.701749 , -0.941111 , 0.418146

t = 3
N_ID / N_ID , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9
0 , 0.896408 , 0.656093 , 0.54293 , 0.302811 , 0.340751 , 0.383306 , -0.350786 , -0.468001 , -0.670254 , 0.874142
1 , 0.216138 , 0.670913 , 0.240114 , -0.731925 , -0.84626 , 0.824751 , -0.521958 , 0.901242 , 0.442415 , -0.267458
2 , 0.647685 , 0.435178 , 0.617547 , -0.815873 , 0.500493 , 0.795365 , 0.364141 , 0.49809 , 0.576296 , -0.711163
3 , 0.4518 , -0.450804 , -0.369453 , 0.840718 , 0.940037 , 0.438713 , 0.950448 , 0.454866 , 0.77931 , 0.504497
4 , 0.335551 , -0.484188 , 0.557262 , 0.23003 , 0.524937 , 0.237574 , 0.897433 , 0.219483 , 0.607312 , 0.554649
5 , -0.402228 , 0.920237 , 0.47828 , 0.768084 , 0.828755 , 0.626527 , 0.490707 , -0.951268 , 0.47911 , 0.227564
6 , 0.74218 , 0.535801 , -0.525498 , -0.394684 , 0.689908 , 0.328495 , -0.549107 , 0.807221 , 0.658217 , 0.596179
7 , 0.572863 , 0.352446 , 0.209009 , 0.576843 , 0.533872 , 0.553795 , 0.988281 , 0.699893 , 0.912375 , 0.326835
8 , 0.649552 , 0.718663 , 0.735383 , 0.991156 , -0.566877 , 0.994125 , -0.997609 , 0.774399 , 0.585159 , 0.874621
