N_ID , 
0 , 1.00601 , 8.06 , 16.8597 , 20.4792 , 21.5354 , 24.7287 , 27.9832 , 26.9449 , 29.2797 , 31.8665 ,  
1 , 0.703269 , 4.71609 , 14.03 , 15.953 , 16.4674 , 20.6295 , 22.8335 , 22.2468 , 24.5596 , 26.7564 ,  
2 , 1.66393 , 4.6043 , 15.9347 , 16.9405 , 17.3499 , 20.5578 , 22.2214 , 21.2998 , 23.5214 , 25.4789 ,  
3 , 1.47539 , 6.71316 , 13.7521 , 17.0661 , 17.4895 , 21.4522 , 23.7079 , 23.1601 , 25.6293 , 28.1862 ,  
4 , 0.409253 , 6.05513 , 15.1157 , 18.4056 , 18.7548 , 21.8175 , 24.0911 , 23.6261 , 25.8031 , 28.2652 ,  
5 , 0.157964 , 5.73678 , 17.0897 , 19.6229 , 20.9405 , 23.8805 , 26.0529 , 25.7004 , 28.0308 , 30.3346 ,  
6 , 1.29453 , 7.01683 , 15.7465 , 16.6793 , 17.1051 , 20.3204 , 22.0249 , 21.1937 , 23.7484 , 25.6457 ,  
7 , 1.63402 , 5.903 , 18.3845 , 20.081 , 20.895 , 24.1584 , 26.7706 , 25.969 , 28.7267 , 30.8836 ,  
8 , 1.67595 , 8.60576 , 16.8204 , 19.1522 , 18.8023 , 23.4917 , 25.1435 , 24.3065 , 26.8373 , 29.1828 ,  
9 , 0.446303 , 5.65825 , 12.7137 , 16.0355 , 17.0296 , 19.6721 , 22.529 , 21.6821 , 23.715 , 26.1331 ,  
TIME , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 
