N_ID , 
0 , 1.98621 , 9.0992 , 15.4154 , 15.9783 , 19.104 , 18.1767 , 15.0006 , 19.3782 , 19.0577 , 17.4157 ,  
1 , 0.544084 , 8.58876 , 16.8664 , 15.8272 , 18.6179 , 16.9155 , 13.6998 , 17.1031 , 16.6022 , 14.8115 ,  
2 , 1.96252 , 10.19 , 17.2264 , 16.0993 , 19.7364 , 17.7305 , 14.6502 , 18.8496 , 18.3439 , 16.2211 ,  
3 , 1.62139 , 6.87933 , 14.0653 , 13.1255 , 15.838 , 14.8012 , 12.312 , 15.8316 , 15.7323 , 13.8351 ,  
4 , 0.331187 , 10.2421 , 21.6541 , 20.2842 , 22.9426 , 21.5952 , 18.7519 , 23.0057 , 22.3703 , 20.2026 ,  
5 , 1.85595 , 7.60443 , 15.6595 , 16.191 , 19.956 , 19.2899 , 16.5786 , 20.8928 , 20.4172 , 19.546 ,  
6 , 1.17716 , 9.50536 , 16.2733 , 15.4378 , 18.6827 , 17.2414 , 14.4293 , 18.5881 , 17.9162 , 16.1747 ,  
7 , 1.95245 , 8.772 , 16.5673 , 18.1531 , 21.5613 , 20.9142 , 18.2896 , 22.7441 , 22.4915 , 21.0999 ,  
8 , 1.13565 , 12.5323 , 20.2269 , 20.9593 , 24.1887 , 22.6495 , 19.8743 , 23.6568 , 23.5248 , 21.6616 ,  
9 , 0.881802 , 7.70997 , 18.0041 , 18.7575 , 21.7969 , 20.8269 , 17.925 , 21.6929 , 21.5261 , 19.7975 ,  
TIME , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 
