N_ID , 
0 , 0.773461 , 1.77346 , 1.52346 , 2.52346 , 3.52346 , 4.52346 , 5.52346 , 6.52346 , 7.52346 , 8.52346 ,  
1 , 0.981597 , 1.9816 , 2.9816 , 3.9816 , 4.9816 , 5.9816 , 6.9816 , 7.9816 , 8.9816 , 9.9816 ,  
2 , 0.698172 , 1.69817 , 2.69817 , 3.69817 , 4.69817 , 5.69817 , 6.69817 , 7.69817 , 8.69817 , 9.69817 ,  
3 , 0.630543 , 0.380543 , 1.38054 , 2.38054 , 3.38054 , 4.38054 , 5.38054 , 6.38054 , 7.38054 , 8.38054 ,  
4 , 0.772149 , 1.77215 , 2.77215 , 3.77215 , 4.77215 , 5.77215 , 6.77215 , 7.77215 , 8.77215 , 9.77215 ,  
5 , 0.475906 , 0.225906 , 1.22591 , 2.22591 , 3.22591 , 4.22591 , 5.22591 , 6.22591 , 7.22591 , 8.22591 ,  
6 , 0.644581 , 1.64458 , 2.64458 , 3.64458 , 4.64458 , 5.64458 , 6.64458 , 7.64458 , 8.64458 , 9.64458 ,  
7 , 0.802149 , 0.552149 , 1.55215 , 2.55215 , 3.55215 , 4.55215 , 5.55215 , 6.55215 , 7.55215 , 8.55215 ,  
8 , 0.32841 , 1.32841 , 2.32841 , 3.32841 , 4.32841 , 5.32841 , 6.32841 , 7.32841 , 8.32841 , 9.32841 ,  
9 , 0.283242 , 0.0332423 , 1.03324 , 2.03324 , 3.03324 , 4.03324 , 5.03324 , 6.03324 , 7.03324 , 8.03324 ,  
TIME , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 
