N_ID , 
0 , 1.71697 , 8.06024 , 14.4823 , 16.6319 , 19.1002 , 19.6362 , 19.5704 , 23.7224 , 22.2432 , 22.3643 ,  
1 , 1.04447 , 7.52129 , 16.6969 , 17.2655 , 19.5265 , 19.3757 , 18.0363 , 21.5542 , 19.9924 , 19.6191 ,  
2 , 1.98267 , 11.0157 , 16.6734 , 18.7015 , 20.7074 , 21.1377 , 20.1834 , 24.7005 , 23.4513 , 23.0737 ,  
3 , 1.19803 , 7.96194 , 14.5985 , 16.3258 , 17.8677 , 17.4416 , 17.8191 , 21.2607 , 19.5268 , 19.7439 ,  
4 , 0.0861843 , 6.6577 , 12.3027 , 14.3489 , 16.1136 , 17.1796 , 17.4779 , 21.9546 , 20.2532 , 20.391 ,  
5 , 0.946318 , 9.82101 , 17.8853 , 19.3047 , 21.7108 , 22.1459 , 22.213 , 26.0624 , 24.7938 , 24.5487 ,  
6 , 1.40843 , 8.66541 , 16.0756 , 17.3581 , 18.6246 , 18.6859 , 19.5704 , 22.3452 , 21.065 , 21.2348 ,  
7 , 1.04636 , 9.37957 , 16.1143 , 18.3354 , 20.157 , 20.8925 , 19.8803 , 23.7923 , 22.3195 , 22.4638 ,  
8 , 1.60588 , 10.6285 , 15.1662 , 17.4086 , 20.0239 , 20.9847 , 21.1035 , 25.6544 , 24.0223 , 24.1674 ,  
9 , 0.869411 , 10.6353 , 19.0916 , 20.4236 , 22.9759 , 23.0316 , 22.4995 , 25.7396 , 24.7484 , 24.7896 ,  
TIME , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 
